area,data,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,dosi_pfizer,dosi_moderna,totale_pfizer,totale_moderna,totale_dosi
VEN,2021-01-23,NA,NA,NA,NA,0,0,139130,7800,146930
VEN,2021-01-24,NA,NA,NA,NA,0,0,139130,7800,146930
VEN,2021-01-25,NA,NA,NA,NA,0,0,139130,7800,146930
VEN,2021-01-26,ITH,ITH3,5,Veneto,14040,0,153170,7800,160970
VEN,2021-01-27,ITH,ITH3,5,Veneto,36270,0,189440,7800,197240
VEN,2021-01-28,NA,NA,NA,NA,0,0,189440,7800,197240
VEN,2021-01-29,NA,NA,NA,NA,0,0,189440,7800,197240
VEN,2021-01-30,NA,NA,NA,NA,0,0,189440,7800,197240
VEN,2021-01-31,NA,NA,NA,NA,0,0,189440,7800,197240
VEN,2021-02-01,NA,NA,NA,NA,0,0,189440,7800,197240
