"","data_somministrazione","area","fascia_anagrafica","sesso_maschile","sesso_femminile","categoria_operatori_sanitari_sociosanitari","categoria_personale_non_sanitario","categoria_ospiti_rsa"
"1244",2021-01-05,"LIG","30-39",124,258,353,29,0
"1245",2021-01-05,"LIG","40-49",160,448,553,51,4
"1246",2021-01-05,"LIG","50-59",278,747,888,126,11
"1247",2021-01-05,"LIG","60-69",198,211,332,54,23
"1248",2021-01-05,"LIG","70-79",33,19,10,8,34
"1249",2021-01-05,"LIG","80-89",24,82,1,12,93
"1250",2021-01-05,"LIG","90+",17,88,0,15,90
"1251",2021-01-05,"LOM","16-19",2,8,10,0,0
"1252",2021-01-05,"LOM","20-29",234,541,722,53,0
"1253",2021-01-05,"LOM","30-39",551,907,1338,120,0
"1254",2021-01-05,"LOM","40-49",554,1367,1740,180,1
"1255",2021-01-05,"LOM","50-59",687,1734,2103,316,2
"1256",2021-01-05,"LOM","60-69",400,445,734,96,15
"1257",2021-01-05,"LOM","70-79",27,17,16,8,20
"1258",2021-01-05,"LOM","80-89",23,56,0,0,79
"1259",2021-01-05,"LOM","90+",17,66,0,0,83
"1260",2021-01-05,"MAR","16-19",0,0,0,0,0
"1261",2021-01-05,"MAR","20-29",51,90,134,7,0
"1262",2021-01-05,"MAR","30-39",134,202,319,17,0
"1263",2021-01-05,"MAR","40-49",129,265,362,32,0
"1264",2021-01-05,"MAR","50-59",147,297,396,48,0
"1265",2021-01-05,"MAR","60-69",94,91,156,29,0
"1266",2021-01-05,"MAR","70-79",2,0,1,1,0
"1267",2021-01-05,"MAR","80-89",0,0,0,0,0
"1268",2021-01-05,"MAR","90+",0,0,0,0,0
"1269",2021-01-05,"MOL","16-19",0,0,0,0,0
"1270",2021-01-05,"MOL","20-29",7,10,17,0,0
"1271",2021-01-05,"MOL","30-39",20,37,57,0,0
"1272",2021-01-05,"MOL","40-49",36,72,104,4,0
"1273",2021-01-05,"MOL","50-59",62,102,161,3,0
"1274",2021-01-05,"MOL","60-69",54,47,100,1,0
"1275",2021-01-05,"MOL","70-79",1,0,1,0,0
"1276",2021-01-05,"MOL","80-89",0,0,0,0,0
"1277",2021-01-05,"MOL","90+",0,0,0,0,0
"1278",2021-01-05,"PAB","16-19",0,0,0,0,0
"1279",2021-01-05,"PAB","20-29",18,52,63,7,0
"1280",2021-01-05,"PAB","30-39",52,80,120,12,0
"1281",2021-01-05,"PAB","40-49",73,182,218,37,0
"1282",2021-01-05,"PAB","50-59",86,185,208,63,0
"1283",2021-01-05,"PAB","60-69",54,31,70,15,0
"1284",2021-01-05,"PAB","70-79",4,0,4,0,0
"1285",2021-01-05,"PAB","80-89",0,0,0,0,0
"1286",2021-01-05,"PAB","90+",0,0,0,0,0
"1287",2021-01-05,"PAT","16-19",0,0,0,0,0
"1288",2021-01-05,"PAT","20-29",15,46,57,3,1
"1289",2021-01-05,"PAT","30-39",44,70,101,13,0
"1290",2021-01-05,"PAT","40-49",54,95,140,9,0
"1291",2021-01-05,"PAT","50-59",50,115,146,16,3
"1292",2021-01-05,"PAT","60-69",26,32,39,8,11
"1293",2021-01-05,"PAT","70-79",18,14,2,2,28
"1294",2021-01-05,"PAT","80-89",17,43,0,0,60
"1295",2021-01-05,"PAT","90+",9,46,0,1,54
"1296",2021-01-05,"PIE","16-19",1,4,4,1,0
"1297",2021-01-05,"PIE","20-29",177,354,471,60,0
"1298",2021-01-05,"PIE","30-39",279,531,732,77,1
"1299",2021-01-05,"PIE","40-49",278,826,970,134,0
"1300",2021-01-05,"PIE","50-59",391,1272,1369,288,6
"1301",2021-01-05,"PIE","60-69",315,394,578,114,17
"1302",2021-01-05,"PIE","70-79",26,20,13,5,28
"1303",2021-01-05,"PIE","80-89",15,61,4,3,69
"1304",2021-01-05,"PIE","90+",4,56,1,3,56
"1305",2021-01-05,"PUG","16-19",3,2,2,3,0
"1306",2021-01-05,"PUG","20-29",142,315,447,10,0
"1307",2021-01-05,"PUG","30-39",437,555,946,45,1
"1308",2021-01-05,"PUG","40-49",491,816,1230,76,1
"1309",2021-01-05,"PUG","50-59",695,840,1404,127,4
"1310",2021-01-05,"PUG","60-69",609,347,885,59,12
"1311",2021-01-05,"PUG","70-79",22,32,24,6,24
"1312",2021-01-05,"PUG","80-89",16,38,2,2,50
"1313",2021-01-05,"PUG","90+",6,14,4,0,16
"1314",2021-01-05,"SAR","16-19",0,0,0,0,0
"1315",2021-01-05,"SAR","20-29",25,52,69,8,0
"1316",2021-01-05,"SAR","30-39",74,129,197,6,0
"1317",2021-01-05,"SAR","40-49",88,232,313,7,0
"1318",2021-01-05,"SAR","50-59",129,306,427,8,0
"1319",2021-01-05,"SAR","60-69",101,111,204,8,0
"1320",2021-01-05,"SAR","70-79",0,0,0,0,0
"1321",2021-01-05,"SAR","80-89",0,0,0,0,0
"1322",2021-01-05,"SAR","90+",0,0,0,0,0
"1323",2021-01-05,"SIC","16-19",20,22,29,13,0
"1324",2021-01-05,"SIC","20-29",400,569,882,87,0
"1325",2021-01-05,"SIC","30-39",754,810,1395,169,0
"1326",2021-01-05,"SIC","40-49",908,1152,1733,324,3
"1327",2021-01-05,"SIC","50-59",1391,1570,2523,421,17
"1328",2021-01-05,"SIC","60-69",1255,879,1857,264,13
"1329",2021-01-05,"SIC","70-79",125,40,115,20,30
"1330",2021-01-05,"SIC","80-89",46,64,15,18,77
"1331",2021-01-05,"SIC","90+",15,34,6,4,39
"1332",2021-01-05,"TOS","16-19",4,13,17,0,0
"1333",2021-01-05,"TOS","20-29",294,583,874,1,2
"1334",2021-01-05,"TOS","30-39",344,583,922,2,3
"1335",2021-01-05,"TOS","40-49",304,679,972,2,9
"1336",2021-01-05,"TOS","50-59",322,801,1100,4,19
"1337",2021-01-05,"TOS","60-69",259,247,436,1,69
"1338",2021-01-05,"TOS","70-79",87,81,17,0,151
"1339",2021-01-05,"TOS","80-89",101,242,3,1,339
"1340",2021-01-05,"TOS","90+",37,252,3,0,286
"1341",2021-01-05,"UMB","16-19",0,0,0,0,0
"1342",2021-01-05,"UMB","20-29",11,16,27,0,0
"1343",2021-01-05,"UMB","30-39",61,90,151,0,0
"1344",2021-01-05,"UMB","40-49",78,128,206,0,0
"1345",2021-01-05,"UMB","50-59",98,110,208,0,0
"1346",2021-01-05,"UMB","60-69",169,85,254,0,0
"1347",2021-01-05,"UMB","70-79",8,2,10,0,0
"1348",2021-01-05,"UMB","80-89",0,0,0,0,0
"1349",2021-01-05,"UMB","90+",0,0,0,0,0
"1350",2021-01-05,"VDA","16-19",0,0,0,0,0
"1351",2021-01-05,"VDA","20-29",6,5,11,0,0
"1352",2021-01-05,"VDA","30-39",9,13,22,0,0
"1353",2021-01-05,"VDA","40-49",8,23,31,0,0
"1354",2021-01-05,"VDA","50-59",19,40,59,0,0
"1355",2021-01-05,"VDA","60-69",7,10,16,0,1
"1356",2021-01-05,"VDA","70-79",1,3,0,0,4
"1357",2021-01-05,"VDA","80-89",4,1,0,0,5
"1358",2021-01-05,"VDA","90+",0,1,0,0,1
"1359",2021-01-05,"VEN","16-19",1,3,2,2,0
"1360",2021-01-05,"VEN","20-29",238,545,737,43,3
"1361",2021-01-05,"VEN","30-39",355,688,953,81,9
"1362",2021-01-05,"VEN","40-49",382,1118,1330,158,12
"1363",2021-01-05,"VEN","50-59",493,1595,1759,277,52
"1364",2021-01-05,"VEN","60-69",413,410,652,84,87
"1365",2021-01-05,"VEN","70-79",104,108,28,18,166
"1366",2021-01-05,"VEN","80-89",118,289,8,2,397
"1367",2021-01-05,"VEN","90+",52,337,1,1,387
"1368",2021-01-06,"ABR","16-19",0,0,0,0,0
"1369",2021-01-06,"ABR","20-29",51,111,157,5,0
"1370",2021-01-06,"ABR","30-39",133,201,324,10,0
"1371",2021-01-06,"ABR","40-49",119,262,373,7,1
"1372",2021-01-06,"ABR","50-59",140,304,434,7,3
"1373",2021-01-06,"ABR","60-69",141,126,243,4,20
"1374",2021-01-06,"ABR","70-79",40,24,22,0,42
"1375",2021-01-06,"ABR","80-89",16,30,1,0,45
"1376",2021-01-06,"ABR","90+",6,16,0,0,22
"1377",2021-01-06,"BAS","16-19",0,0,0,0,0
"1378",2021-01-06,"BAS","20-29",2,9,11,0,0
"1379",2021-01-06,"BAS","30-39",17,11,28,0,0
"1380",2021-01-06,"BAS","40-49",29,22,51,0,0
"1381",2021-01-06,"BAS","50-59",30,47,77,0,0
"1382",2021-01-06,"BAS","60-69",24,13,37,0,0
"1383",2021-01-06,"BAS","70-79",1,3,4,0,0
"1384",2021-01-06,"BAS","80-89",0,4,4,0,0
"1385",2021-01-06,"BAS","90+",1,7,8,0,0
"1386",2021-01-06,"CAL","16-19",0,0,0,0,0
"1387",2021-01-06,"CAL","20-29",18,44,60,2,0
"1388",2021-01-06,"CAL","30-39",99,114,210,3,0
"1389",2021-01-06,"CAL","40-49",107,144,235,16,0
"1390",2021-01-06,"CAL","50-59",172,145,293,24,0
"1391",2021-01-06,"CAL","60-69",140,78,204,14,0
"1392",2021-01-06,"CAL","70-79",11,1,12,0,0
"1393",2021-01-06,"CAL","80-89",0,1,0,1,0
"1394",2021-01-06,"CAL","90+",0,0,0,0,0
"1395",2021-01-06,"CAM","16-19",0,0,0,0,0
"1396",2021-01-06,"CAM","20-29",234,415,565,75,9
"1397",2021-01-06,"CAM","30-39",549,664,1017,185,11
"1398",2021-01-06,"CAM","40-49",599,770,1127,230,12
"1399",2021-01-06,"CAM","50-59",904,1056,1598,331,31
"1400",2021-01-06,"CAM","60-69",1251,774,1728,263,34
"1401",2021-01-06,"CAM","70-79",163,92,154,39,62
"1402",2021-01-06,"CAM","80-89",34,64,6,5,87
"1403",2021-01-06,"CAM","90+",13,43,1,0,55
"1404",2021-01-06,"EMR","16-19",5,4,4,5,0
"1405",2021-01-06,"EMR","20-29",275,654,637,288,4
"1406",2021-01-06,"EMR","30-39",585,909,1013,475,6
"1407",2021-01-06,"EMR","40-49",483,1107,1105,476,9
"1408",2021-01-06,"EMR","50-59",594,1449,1392,639,12
"1409",2021-01-06,"EMR","60-69",577,604,810,340,31
"1410",2021-01-06,"EMR","70-79",244,79,164,89,70
"1411",2021-01-06,"EMR","80-89",82,159,15,64,162
"1412",2021-01-06,"EMR","90+",35,201,3,44,189
"1413",2021-01-06,"FVG","16-19",0,1,0,1,0
"1414",2021-01-06,"FVG","20-29",46,90,72,64,0
"1415",2021-01-06,"FVG","30-39",43,70,84,29,0
"1416",2021-01-06,"FVG","40-49",44,114,93,65,0
"1417",2021-01-06,"FVG","50-59",63,113,101,75,0
"1418",2021-01-06,"FVG","60-69",47,44,66,25,0
"1419",2021-01-06,"FVG","70-79",18,11,24,5,0
"1420",2021-01-06,"FVG","80-89",3,0,2,1,0
"1421",2021-01-06,"FVG","90+",0,1,1,0,0
"1422",2021-01-06,"LAZ","16-19",5,8,11,1,1
"1423",2021-01-06,"LAZ","20-29",283,438,636,79,6
"1424",2021-01-06,"LAZ","30-39",341,526,776,76,15
"1425",2021-01-06,"LAZ","40-49",313,669,855,105,22
"1426",2021-01-06,"LAZ","50-59",420,824,1081,127,36
"1427",2021-01-06,"LAZ","60-69",387,377,679,49,36
"1428",2021-01-06,"LAZ","70-79",46,41,45,7,35
"1429",2021-01-06,"LAZ","80-89",22,92,10,8,96
"1430",2021-01-06,"LAZ","90+",12,50,5,2,55
"1431",2021-01-06,"LIG","16-19",1,3,2,2,0
"1432",2021-01-06,"LIG","20-29",57,88,112,33,0
"1433",2021-01-06,"LIG","30-39",69,105,155,19,0
"1434",2021-01-06,"LIG","40-49",91,235,288,38,0
"1435",2021-01-06,"LIG","50-59",180,354,471,63,0
"1436",2021-01-06,"LIG","60-69",155,111,221,43,2
"1437",2021-01-06,"LIG","70-79",27,12,9,8,22
"1438",2021-01-06,"LIG","80-89",21,69,2,2,86
"1439",2021-01-06,"LIG","90+",9,68,1,0,76
"1440",2021-01-06,"LOM","16-19",0,3,3,0,0
"1441",2021-01-06,"LOM","20-29",328,597,805,119,1
"1442",2021-01-06,"LOM","30-39",557,827,1233,151,0
"1443",2021-01-06,"LOM","40-49",456,1101,1332,219,6
"1444",2021-01-06,"LOM","50-59",567,1459,1581,442,3
"1445",2021-01-06,"LOM","60-69",504,490,820,172,2
"1446",2021-01-06,"LOM","70-79",45,25,37,22,11
"1447",2021-01-06,"LOM","80-89",4,20,2,1,21
"1448",2021-01-06,"LOM","90+",1,13,0,0,14
"1449",2021-01-06,"MAR","16-19",0,0,0,0,0
"1450",2021-01-06,"MAR","20-29",53,119,157,15,0
"1451",2021-01-06,"MAR","30-39",120,243,316,47,0
"1452",2021-01-06,"MAR","40-49",145,335,412,67,1
"1453",2021-01-06,"MAR","50-59",169,403,461,106,5
"1454",2021-01-06,"MAR","60-69",248,156,306,91,7
"1455",2021-01-06,"MAR","70-79",33,12,20,7,18
"1456",2021-01-06,"MAR","80-89",14,36,2,1,47
"1457",2021-01-06,"MAR","90+",3,49,0,23,29
"1458",2021-01-06,"MOL","16-19",1,0,0,1,0
"1459",2021-01-06,"MOL","20-29",14,20,31,3,0
"1460",2021-01-06,"MOL","30-39",36,44,76,4,0
"1461",2021-01-06,"MOL","40-49",36,63,94,5,0
"1462",2021-01-06,"MOL","50-59",63,91,137,17,0
"1463",2021-01-06,"MOL","60-69",51,59,103,4,3
"1464",2021-01-06,"MOL","70-79",10,14,2,3,19
"1465",2021-01-06,"MOL","80-89",27,62,0,14,75
"1466",2021-01-06,"MOL","90+",19,70,0,5,84
"1467",2021-01-06,"PAB","16-19",0,0,0,0,0
"1468",2021-01-06,"PAB","20-29",1,4,5,0,0
"1469",2021-01-06,"PAB","30-39",2,9,8,3,0
"1470",2021-01-06,"PAB","40-49",5,10,11,4,0
"1471",2021-01-06,"PAB","50-59",6,12,10,8,0
"1472",2021-01-06,"PAB","60-69",3,6,5,4,0
"1473",2021-01-06,"PAB","70-79",2,0,1,1,0
"1474",2021-01-06,"PAB","80-89",0,0,0,0,0
"1475",2021-01-06,"PAB","90+",0,0,0,0,0
"1476",2021-01-06,"PAT","16-19",0,0,0,0,0
"1477",2021-01-06,"PAT","20-29",0,7,7,0,0
"1478",2021-01-06,"PAT","30-39",7,8,15,0,0
"1479",2021-01-06,"PAT","40-49",5,5,10,0,0
"1480",2021-01-06,"PAT","50-59",1,7,8,0,0
"1481",2021-01-06,"PAT","60-69",0,2,2,0,0
"1482",2021-01-06,"PAT","70-79",0,0,0,0,0
"1483",2021-01-06,"PAT","80-89",0,0,0,0,0
"1484",2021-01-06,"PAT","90+",0,0,0,0,0
"1485",2021-01-06,"PIE","16-19",1,9,3,7,0
"1486",2021-01-06,"PIE","20-29",92,172,214,49,1
"1487",2021-01-06,"PIE","30-39",167,261,367,61,0
"1488",2021-01-06,"PIE","40-49",123,390,440,73,0
"1489",2021-01-06,"PIE","50-59",239,612,722,121,8
"1490",2021-01-06,"PIE","60-69",338,293,543,71,17
"1491",2021-01-06,"PIE","70-79",53,25,19,20,39
"1492",2021-01-06,"PIE","80-89",40,76,3,1,112
"1493",2021-01-06,"PIE","90+",19,69,2,0,86
"1494",2021-01-06,"PUG","16-19",0,0,0,0,0
"1495",2021-01-06,"PUG","20-29",90,207,292,4,1
"1496",2021-01-06,"PUG","30-39",251,339,576,11,3
"1497",2021-01-06,"PUG","40-49",273,473,722,19,5
"1498",2021-01-06,"PUG","50-59",419,570,929,29,31
"1499",2021-01-06,"PUG","60-69",348,268,544,29,43
"1500",2021-01-06,"PUG","70-79",38,48,23,2,61
"1501",2021-01-06,"PUG","80-89",28,106,11,0,123
"1502",2021-01-06,"PUG","90+",20,70,2,0,88
"1503",2021-01-06,"SAR","16-19",0,0,0,0,0
"1504",2021-01-06,"SAR","20-29",41,102,134,9,0
"1505",2021-01-06,"SAR","30-39",95,184,268,11,0
"1506",2021-01-06,"SAR","40-49",105,223,301,27,0
"1507",2021-01-06,"SAR","50-59",131,309,397,43,0
"1508",2021-01-06,"SAR","60-69",112,117,206,23,0
"1509",2021-01-06,"SAR","70-79",3,0,3,0,0
"1510",2021-01-06,"SAR","80-89",1,0,1,0,0
"1511",2021-01-06,"SAR","90+",0,0,0,0,0
"1512",2021-01-06,"SIC","16-19",7,6,9,4,0
"1513",2021-01-06,"SIC","20-29",232,319,466,85,0
"1514",2021-01-06,"SIC","30-39",438,489,803,124,0
"1515",2021-01-06,"SIC","40-49",561,635,1039,156,1
"1516",2021-01-06,"SIC","50-59",828,906,1507,227,0
"1517",2021-01-06,"SIC","60-69",997,603,1447,151,2
"1518",2021-01-06,"SIC","70-79",133,45,134,42,2
"1519",2021-01-06,"SIC","80-89",14,11,13,11,1
"1520",2021-01-06,"SIC","90+",1,0,1,0,0
"1521",2021-01-06,"TOS","16-19",4,13,17,0,0
"1522",2021-01-06,"TOS","20-29",332,663,987,3,5
"1523",2021-01-06,"TOS","30-39",269,499,760,1,7
"1524",2021-01-06,"TOS","40-49",230,617,827,1,19
"1525",2021-01-06,"TOS","50-59",269,702,946,2,23
"1526",2021-01-06,"TOS","60-69",207,217,382,2,40
"1527",2021-01-06,"TOS","70-79",73,59,40,0,92
"1528",2021-01-06,"TOS","80-89",51,108,2,0,157
"1529",2021-01-06,"TOS","90+",11,127,1,0,137
"1530",2021-01-06,"UMB","16-19",0,0,0,0,0
"1531",2021-01-06,"UMB","20-29",17,35,52,0,0
"1532",2021-01-06,"UMB","30-39",67,93,160,0,0
"1533",2021-01-06,"UMB","40-49",54,126,180,0,0
"1534",2021-01-06,"UMB","50-59",65,188,253,0,0
"1535",2021-01-06,"UMB","60-69",118,81,199,0,0
"1536",2021-01-06,"UMB","70-79",2,0,2,0,0
"1537",2021-01-06,"UMB","80-89",0,0,0,0,0
"1538",2021-01-06,"UMB","90+",0,0,0,0,0
"1539",2021-01-06,"VDA","16-19",6,1,7,0,0
"1540",2021-01-06,"VDA","20-29",3,4,7,0,0
"1541",2021-01-06,"VDA","30-39",7,3,10,0,0
"1542",2021-01-06,"VDA","40-49",6,6,12,0,0
"1543",2021-01-06,"VDA","50-59",8,1,9,0,0
"1544",2021-01-06,"VDA","60-69",2,2,3,0,1
"1545",2021-01-06,"VDA","70-79",1,1,0,0,2
"1546",2021-01-06,"VDA","80-89",0,7,0,0,7
"1547",2021-01-06,"VDA","90+",1,7,0,0,8
"1548",2021-01-06,"VEN","16-19",5,6,7,4,0
"1549",2021-01-06,"VEN","20-29",280,664,869,67,8
"1550",2021-01-06,"VEN","30-39",443,817,1142,113,5
"1551",2021-01-06,"VEN","40-49",457,1401,1672,168,18
"1552",2021-01-06,"VEN","50-59",547,1858,2084,280,41
"1553",2021-01-06,"VEN","60-69",431,416,683,105,59
"1554",2021-01-06,"VEN","70-79",100,74,53,16,105
"1555",2021-01-06,"VEN","80-89",75,232,2,5,300
"1556",2021-01-06,"VEN","90+",25,239,0,0,264
"1557",2021-01-07,"ABR","16-19",0,0,0,0,0
"1558",2021-01-07,"ABR","20-29",51,129,179,1,0
"1559",2021-01-07,"ABR","30-39",96,204,298,2,0
"1560",2021-01-07,"ABR","40-49",128,328,446,10,0
"1561",2021-01-07,"ABR","50-59",151,361,496,16,0
"1562",2021-01-07,"ABR","60-69",137,121,250,8,0
"1563",2021-01-07,"ABR","70-79",9,1,10,0,0
"1564",2021-01-07,"ABR","80-89",0,0,0,0,0
"1565",2021-01-07,"ABR","90+",0,0,0,0,0
"1566",2021-01-07,"BAS","16-19",0,0,0,0,0
"1567",2021-01-07,"BAS","20-29",14,21,34,1,0
"1568",2021-01-07,"BAS","30-39",36,36,71,0,1
"1569",2021-01-07,"BAS","40-49",61,85,141,3,2
"1570",2021-01-07,"BAS","50-59",91,102,190,2,1
"1571",2021-01-07,"BAS","60-69",109,65,171,1,2
"1572",2021-01-07,"BAS","70-79",8,3,5,1,5
"1573",2021-01-07,"BAS","80-89",5,5,0,0,10
"1574",2021-01-07,"BAS","90+",1,5,0,0,6
"1575",2021-01-07,"CAL","16-19",0,0,0,0,0
"1576",2021-01-07,"CAL","20-29",74,84,128,30,0
"1577",2021-01-07,"CAL","30-39",220,246,434,32,0
"1578",2021-01-07,"CAL","40-49",254,310,487,77,0
"1579",2021-01-07,"CAL","50-59",411,532,851,92,0
"1580",2021-01-07,"CAL","60-69",441,276,650,67,0
"1581",2021-01-07,"CAL","70-79",25,2,26,1,0
"1582",2021-01-07,"CAL","80-89",1,4,3,2,0
"1583",2021-01-07,"CAL","90+",0,0,0,0,0
"1584",2021-01-07,"CAM","16-19",3,2,5,0,0
"1585",2021-01-07,"CAM","20-29",204,354,499,59,0
"1586",2021-01-07,"CAM","30-39",654,813,1285,182,0
"1587",2021-01-07,"CAM","40-49",645,1055,1453,244,3
"1588",2021-01-07,"CAM","50-59",1148,1441,2096,474,19
"1589",2021-01-07,"CAM","60-69",1265,831,1717,353,26
"1590",2021-01-07,"CAM","70-79",157,45,107,19,76
"1591",2021-01-07,"CAM","80-89",48,97,13,10,122
"1592",2021-01-07,"CAM","90+",15,71,1,3,82
"1593",2021-01-07,"EMR","16-19",4,2,2,4,0
"1594",2021-01-07,"EMR","20-29",281,699,699,279,2
"1595",2021-01-07,"EMR","30-39",675,1063,1206,530,2
"1596",2021-01-07,"EMR","40-49",619,1582,1523,672,6
"1597",2021-01-07,"EMR","50-59",693,1882,1741,814,20
"1598",2021-01-07,"EMR","60-69",603,771,847,495,32
"1599",2021-01-07,"EMR","70-79",280,99,101,159,119
"1600",2021-01-07,"EMR","80-89",126,256,9,95,278
"1601",2021-01-07,"EMR","90+",51,290,2,73,266
"1602",2021-01-07,"FVG","16-19",0,2,0,2,0
"1603",2021-01-07,"FVG","20-29",93,180,197,76,0
"1604",2021-01-07,"FVG","30-39",131,247,325,53,0
"1605",2021-01-07,"FVG","40-49",135,345,418,62,0
"1606",2021-01-07,"FVG","50-59",157,404,476,83,2
"1607",2021-01-07,"FVG","60-69",125,126,214,33,4
"1608",2021-01-07,"FVG","70-79",41,12,30,5,18
"1609",2021-01-07,"FVG","80-89",25,22,8,1,38
"1610",2021-01-07,"FVG","90+",10,33,0,0,43
"1611",2021-01-07,"LAZ","16-19",8,10,16,0,2
"1612",2021-01-07,"LAZ","20-29",297,555,793,58,1
"1613",2021-01-07,"LAZ","30-39",490,822,1168,141,3
"1614",2021-01-07,"LAZ","40-49",508,1089,1370,212,15
"1615",2021-01-07,"LAZ","50-59",697,1273,1616,317,37
"1616",2021-01-07,"LAZ","60-69",570,604,991,120,63
"1617",2021-01-07,"LAZ","70-79",98,81,68,17,94
"1618",2021-01-07,"LAZ","80-89",49,158,14,21,172
"1619",2021-01-07,"LAZ","90+",29,104,9,15,109
"1620",2021-01-07,"LIG","16-19",3,2,1,4,0
"1621",2021-01-07,"LIG","20-29",72,167,185,54,0
"1622",2021-01-07,"LIG","30-39",164,250,348,65,1
"1623",2021-01-07,"LIG","40-49",183,477,559,99,2
"1624",2021-01-07,"LIG","50-59",287,654,761,169,11
"1625",2021-01-07,"LIG","60-69",242,218,360,83,17
"1626",2021-01-07,"LIG","70-79",56,51,12,23,72
"1627",2021-01-07,"LIG","80-89",45,148,1,5,187
"1628",2021-01-07,"LIG","90+",27,132,2,0,157
"1629",2021-01-07,"LOM","16-19",3,7,7,3,0
"1630",2021-01-07,"LOM","20-29",355,760,1012,103,0
"1631",2021-01-07,"LOM","30-39",672,1186,1678,180,0
"1632",2021-01-07,"LOM","40-49",668,1725,2119,273,1
"1633",2021-01-07,"LOM","50-59",952,2440,2878,509,5
"1634",2021-01-07,"LOM","60-69",593,686,1067,190,22
"1635",2021-01-07,"LOM","70-79",74,62,51,11,74
"1636",2021-01-07,"LOM","80-89",47,190,2,2,233
"1637",2021-01-07,"LOM","90+",30,189,0,0,219
"1638",2021-01-07,"MAR","16-19",0,0,0,0,0
"1639",2021-01-07,"MAR","20-29",73,146,201,18,0
"1640",2021-01-07,"MAR","30-39",185,271,424,32,0
"1641",2021-01-07,"MAR","40-49",153,352,462,43,0
"1642",2021-01-07,"MAR","50-59",186,409,504,91,0
"1643",2021-01-07,"MAR","60-69",121,129,215,35,0
"1644",2021-01-07,"MAR","70-79",23,1,23,1,0
"1645",2021-01-07,"MAR","80-89",0,0,0,0,0
"1646",2021-01-07,"MAR","90+",0,0,0,0,0
"1647",2021-01-07,"MOL","16-19",0,0,0,0,0
"1648",2021-01-07,"MOL","20-29",14,12,19,7,0
"1649",2021-01-07,"MOL","30-39",30,31,51,10,0
"1650",2021-01-07,"MOL","40-49",32,62,80,14,0
"1651",2021-01-07,"MOL","50-59",52,114,145,20,1
"1652",2021-01-07,"MOL","60-69",45,59,90,6,8
"1653",2021-01-07,"MOL","70-79",11,12,1,1,21
"1654",2021-01-07,"MOL","80-89",16,44,0,3,57
"1655",2021-01-07,"MOL","90+",8,52,0,1,59
"1656",2021-01-07,"PAB","16-19",0,2,0,2,0
"1657",2021-01-07,"PAB","20-29",31,43,55,19,0
"1658",2021-01-07,"PAB","30-39",43,80,100,23,0
"1659",2021-01-07,"PAB","40-49",62,160,176,46,0
"1660",2021-01-07,"PAB","50-59",92,193,184,101,0
"1661",2021-01-07,"PAB","60-69",42,35,56,21,0
"1662",2021-01-07,"PAB","70-79",5,3,2,1,5
"1663",2021-01-07,"PAB","80-89",6,10,0,0,16
"1664",2021-01-07,"PAB","90+",4,3,0,0,7
"1665",2021-01-07,"PAT","16-19",0,2,1,1,0
"1666",2021-01-07,"PAT","20-29",15,80,90,5,0
"1667",2021-01-07,"PAT","30-39",41,70,104,7,0
"1668",2021-01-07,"PAT","40-49",45,112,142,15,0
"1669",2021-01-07,"PAT","50-59",45,127,150,16,6
"1670",2021-01-07,"PAT","60-69",20,45,42,5,18
"1671",2021-01-07,"PAT","70-79",27,44,3,1,67
"1672",2021-01-07,"PAT","80-89",41,136,0,1,176
"1673",2021-01-07,"PAT","90+",15,115,0,0,130
"1674",2021-01-07,"PIE","16-19",11,10,19,2,0
"1675",2021-01-07,"PIE","20-29",164,338,446,56,0
"1676",2021-01-07,"PIE","30-39",313,523,751,85,0
"1677",2021-01-07,"PIE","40-49",298,879,1005,172,0
"1678",2021-01-07,"PIE","50-59",472,1254,1333,393,0
"1679",2021-01-07,"PIE","60-69",325,327,505,140,7
"1680",2021-01-07,"PIE","70-79",49,12,25,18,18
"1681",2021-01-07,"PIE","80-89",29,49,3,2,73
"1682",2021-01-07,"PIE","90+",3,44,1,0,46
"1683",2021-01-07,"PUG","16-19",2,0,2,0,0
"1684",2021-01-07,"PUG","20-29",134,283,408,9,0
"1685",2021-01-07,"PUG","30-39",385,499,847,37,0
"1686",2021-01-07,"PUG","40-49",448,749,1116,79,2
"1687",2021-01-07,"PUG","50-59",623,865,1386,101,1
"1688",2021-01-07,"PUG","60-69",534,384,820,88,10
"1689",2021-01-07,"PUG","70-79",33,31,25,0,39
"1690",2021-01-07,"PUG","80-89",21,89,5,1,104
"1691",2021-01-07,"PUG","90+",12,47,0,0,59
"1692",2021-01-07,"SAR","16-19",0,1,1,0,0
"1693",2021-01-07,"SAR","20-29",79,159,222,16,0
"1694",2021-01-07,"SAR","30-39",186,340,456,70,0
"1695",2021-01-07,"SAR","40-49",215,456,563,108,0
"1696",2021-01-07,"SAR","50-59",277,665,806,136,0
"1697",2021-01-07,"SAR","60-69",205,240,397,48,0
"1698",2021-01-07,"SAR","70-79",4,1,4,1,0
"1699",2021-01-07,"SAR","80-89",0,0,0,0,0
"1700",2021-01-07,"SAR","90+",0,0,0,0,0
"1701",2021-01-07,"SIC","16-19",6,9,10,5,0
"1702",2021-01-07,"SIC","20-29",318,491,712,96,1
"1703",2021-01-07,"SIC","30-39",606,779,1215,170,0
"1704",2021-01-07,"SIC","40-49",730,1033,1460,300,3
"1705",2021-01-07,"SIC","50-59",1072,1341,2009,394,10
