"","data_somministrazione","area","fascia_anagrafica","sesso_maschile","sesso_femminile","categoria_operatori_sanitari_sociosanitari","categoria_personale_non_sanitario","categoria_ospiti_rsa"
"1",2020-12-27,"ABR","16-19",0,0,0,0,0
"2",2020-12-27,"ABR","20-29",1,4,5,0,0
"3",2020-12-27,"ABR","30-39",5,11,16,0,0
"4",2020-12-27,"ABR","40-49",11,19,28,2,0
"5",2020-12-27,"ABR","50-59",19,15,31,3,0
"6",2020-12-27,"ABR","60-69",33,15,35,13,0
"7",2020-12-27,"ABR","70-79",1,0,0,0,1
"8",2020-12-27,"ABR","80-89",1,0,0,0,1
"9",2020-12-27,"ABR","90+",0,0,0,0,0
"10",2020-12-27,"BAS","16-19",0,0,0,0,0
"11",2020-12-27,"BAS","20-29",8,11,19,0,0
"12",2020-12-27,"BAS","30-39",14,32,46,0,0
"13",2020-12-27,"BAS","40-49",17,42,59,0,0
"14",2020-12-27,"BAS","50-59",25,25,50,0,0
"15",2020-12-27,"BAS","60-69",19,15,34,0,0
"16",2020-12-27,"BAS","70-79",0,0,0,0,0
"17",2020-12-27,"BAS","80-89",0,0,0,0,0
"18",2020-12-27,"BAS","90+",0,0,0,0,0
"19",2020-12-27,"CAL","16-19",0,0,0,0,0
"20",2020-12-27,"CAL","20-29",13,34,47,0,0
"21",2020-12-27,"CAL","30-39",22,22,44,0,0
"22",2020-12-27,"CAL","40-49",22,28,50,0,0
"23",2020-12-27,"CAL","50-59",46,26,71,1,0
"24",2020-12-27,"CAL","60-69",44,17,60,1,0
"25",2020-12-27,"CAL","70-79",0,0,0,0,0
"26",2020-12-27,"CAL","80-89",0,0,0,0,0
"27",2020-12-27,"CAL","90+",0,0,0,0,0
"28",2020-12-27,"CAM","16-19",0,0,0,0,0
"29",2020-12-27,"CAM","20-29",29,35,61,3,0
"30",2020-12-27,"CAM","30-39",63,66,125,4,0
"31",2020-12-27,"CAM","40-49",79,86,160,5,0
"32",2020-12-27,"CAM","50-59",119,73,188,4,0
"33",2020-12-27,"CAM","60-69",128,37,165,0,0
"34",2020-12-27,"CAM","70-79",5,0,4,1,0
"35",2020-12-27,"CAM","80-89",0,0,0,0,0
"36",2020-12-27,"CAM","90+",0,0,0,0,0
"37",2020-12-27,"EMR","20-29",52,86,88,49,1
"38",2020-12-27,"EMR","30-39",56,84,92,48,0
"39",2020-12-27,"EMR","40-49",79,144,127,95,1
"40",2020-12-27,"EMR","50-59",70,217,184,103,0
"41",2020-12-27,"EMR","60-69",98,51,85,61,3
"42",2020-12-27,"EMR","70-79",10,3,2,3,8
"43",2020-12-27,"EMR","80-89",2,6,0,0,8
"44",2020-12-27,"EMR","90+",0,5,0,0,5
"45",2020-12-27,"FVG","16-19",0,0,0,0,0
"46",2020-12-27,"FVG","20-29",1,4,5,0,0
"47",2020-12-27,"FVG","30-39",9,7,16,0,0
"48",2020-12-27,"FVG","40-49",16,34,50,0,0
"49",2020-12-27,"FVG","50-59",57,48,105,0,0
"50",2020-12-27,"FVG","60-69",63,22,85,0,0
"51",2020-12-27,"FVG","70-79",3,1,4,0,0
"52",2020-12-27,"FVG","80-89",0,0,0,0,0
"53",2020-12-27,"FVG","90+",0,0,0,0,0
"54",2020-12-27,"LAZ","16-19",0,0,0,0,0
"55",2020-12-27,"LAZ","20-29",18,18,36,0,0
"56",2020-12-27,"LAZ","30-39",26,21,47,0,0
"57",2020-12-27,"LAZ","40-49",16,17,33,0,0
"58",2020-12-27,"LAZ","50-59",20,21,40,1,0
"59",2020-12-27,"LAZ","60-69",11,11,22,0,0
"60",2020-12-27,"LAZ","70-79",0,0,0,0,0
"61",2020-12-27,"LAZ","80-89",0,0,0,0,0
"62",2020-12-27,"LAZ","90+",0,0,0,0,0
"63",2020-12-27,"LIG","16-19",0,0,0,0,0
"64",2020-12-27,"LIG","20-29",6,3,9,0,0
"65",2020-12-27,"LIG","30-39",12,12,24,0,0
"66",2020-12-27,"LIG","40-49",7,12,19,0,0
"67",2020-12-27,"LIG","50-59",16,20,34,1,1
"68",2020-12-27,"LIG","60-69",13,4,16,0,1
"69",2020-12-27,"LIG","70-79",2,3,0,2,3
"70",2020-12-27,"LIG","80-89",2,12,0,0,14
"71",2020-12-27,"LIG","90+",1,10,0,0,11
"72",2020-12-27,"LOM","16-19",37,13,50,0,0
"73",2020-12-27,"LOM","20-29",11,21,32,0,0
"74",2020-12-27,"LOM","30-39",35,31,62,4,0
"75",2020-12-27,"LOM","40-49",59,74,125,8,0
"76",2020-12-27,"LOM","50-59",126,114,235,5,0
"77",2020-12-27,"LOM","60-69",175,44,215,4,0
"78",2020-12-27,"LOM","70-79",8,5,10,1,2
"79",2020-12-27,"LOM","80-89",4,6,1,1,8
"80",2020-12-27,"LOM","90+",2,1,1,0,2
"81",2020-12-27,"MAR","16-19",0,0,0,0,0
"82",2020-12-27,"MAR","20-29",6,8,14,0,0
"83",2020-12-27,"MAR","30-39",5,16,21,0,0
"84",2020-12-27,"MAR","40-49",10,21,29,2,0
"85",2020-12-27,"MAR","50-59",13,23,32,4,0
"86",2020-12-27,"MAR","60-69",63,31,92,2,0
"87",2020-12-27,"MAR","70-79",0,1,0,0,1
"88",2020-12-27,"MAR","80-89",0,2,0,0,2
"89",2020-12-27,"MAR","90+",0,1,0,0,1
"90",2020-12-27,"MOL","16-19",0,0,0,0,0
"91",2020-12-27,"MOL","20-29",0,4,4,0,0
"92",2020-12-27,"MOL","30-39",4,5,8,1,0
"93",2020-12-27,"MOL","40-49",4,3,7,0,0
"94",2020-12-27,"MOL","50-59",5,5,10,0,0
"95",2020-12-27,"MOL","60-69",4,0,3,0,1
"96",2020-12-27,"MOL","70-79",1,3,0,0,4
"97",2020-12-27,"MOL","80-89",0,6,0,0,6
"98",2020-12-27,"MOL","90+",2,4,0,0,6
"99",2020-12-27,"PAB","16-19",0,0,0,0,0
"100",2020-12-27,"PAB","20-29",6,15,21,0,0
"101",2020-12-27,"PAB","30-39",11,14,25,0,0
"102",2020-12-27,"PAB","40-49",15,23,38,0,0
"103",2020-12-27,"PAB","50-59",23,23,46,0,0
"104",2020-12-27,"PAB","60-69",8,4,12,0,0
"105",2020-12-27,"PAB","70-79",1,0,1,0,0
"106",2020-12-27,"PAB","80-89",1,0,1,0,0
"107",2020-12-27,"PAB","90+",0,0,0,0,0
"108",2020-12-27,"PAT","16-19",0,0,0,0,0
"109",2020-12-27,"PAT","20-29",2,3,5,0,0
"110",2020-12-27,"PAT","30-39",2,6,8,0,0
"111",2020-12-27,"PAT","40-49",6,14,20,0,0
"112",2020-12-27,"PAT","50-59",10,19,26,2,1
"113",2020-12-27,"PAT","60-69",14,6,18,1,1
"114",2020-12-27,"PAT","70-79",3,1,0,0,4
"115",2020-12-27,"PAT","80-89",1,8,0,0,9
"116",2020-12-27,"PAT","90+",1,4,0,0,5
"117",2020-12-27,"PIE","16-19",0,0,0,0,0
"118",2020-12-27,"PIE","20-29",25,62,85,2,0
"119",2020-12-27,"PIE","30-39",59,81,132,8,0
"120",2020-12-27,"PIE","40-49",66,130,177,17,2
"121",2020-12-27,"PIE","50-59",103,188,249,39,3
"122",2020-12-27,"PIE","60-69",94,37,113,9,9
"123",2020-12-27,"PIE","70-79",9,10,1,0,18
"124",2020-12-27,"PIE","80-89",5,19,0,0,24
"125",2020-12-27,"PIE","90+",5,15,0,0,20
"126",2020-12-27,"PUG","16-19",0,0,0,0,0
"127",2020-12-27,"PUG","20-29",20,40,60,0,0
"128",2020-12-27,"PUG","30-39",34,58,91,1,0
"129",2020-12-27,"PUG","40-49",40,44,82,2,0
"130",2020-12-27,"PUG","50-59",73,67,132,6,2
"131",2020-12-27,"PUG","60-69",93,24,113,1,3
"132",2020-12-27,"PUG","70-79",11,7,4,1,13
"133",2020-12-27,"PUG","80-89",7,20,0,0,27
"134",2020-12-27,"PUG","90+",1,16,0,0,17
"135",2020-12-27,"SAR","16-19",0,0,0,0,0
"136",2020-12-27,"SAR","20-29",0,5,5,0,0
"137",2020-12-27,"SAR","30-39",0,3,3,0,0
"138",2020-12-27,"SAR","40-49",3,7,10,0,0
"139",2020-12-27,"SAR","50-59",12,8,20,0,0
"140",2020-12-27,"SAR","60-69",18,8,26,0,0
"141",2020-12-27,"SAR","70-79",1,0,1,0,0
"142",2020-12-27,"SAR","80-89",0,0,0,0,0
"143",2020-12-27,"SAR","90+",0,0,0,0,0
"144",2020-12-27,"SIC","16-19",0,0,0,0,0
"145",2020-12-27,"SIC","20-29",8,13,21,0,0
"146",2020-12-27,"SIC","30-39",7,8,15,0,0
"147",2020-12-27,"SIC","40-49",11,10,19,2,0
"148",2020-12-27,"SIC","50-59",18,7,21,0,4
"149",2020-12-27,"SIC","60-69",22,7,26,0,3
"150",2020-12-27,"SIC","70-79",8,4,3,0,9
"151",2020-12-27,"SIC","80-89",2,6,0,0,8
"152",2020-12-27,"SIC","90+",0,1,0,0,1
"153",2020-12-27,"TOS","16-19",0,0,0,0,0
"154",2020-12-27,"TOS","20-29",21,29,50,0,0
"155",2020-12-27,"TOS","30-39",50,64,114,0,0
"156",2020-12-27,"TOS","40-49",52,99,148,2,1
"157",2020-12-27,"TOS","50-59",72,113,174,3,8
"158",2020-12-27,"TOS","60-69",62,41,94,4,5
"159",2020-12-27,"TOS","70-79",8,1,1,0,8
"160",2020-12-27,"TOS","80-89",2,1,0,0,3
"161",2020-12-27,"TOS","90+",0,5,0,0,5
"162",2020-12-27,"UMB","16-19",0,0,0,0,0
"163",2020-12-27,"UMB","20-29",5,6,10,1,0
"164",2020-12-27,"UMB","30-39",10,9,18,1,0
"165",2020-12-27,"UMB","40-49",8,16,24,0,0
"166",2020-12-27,"UMB","50-59",22,20,40,2,0
"167",2020-12-27,"UMB","60-69",26,9,29,1,5
"168",2020-12-27,"UMB","70-79",3,3,1,0,5
"169",2020-12-27,"UMB","80-89",1,5,0,0,6
"170",2020-12-27,"UMB","90+",1,0,0,0,1
"171",2020-12-27,"VDA","16-19",0,0,0,0,0
"172",2020-12-27,"VDA","20-29",0,1,1,0,0
"173",2020-12-27,"VDA","30-39",1,0,1,0,0
"174",2020-12-27,"VDA","40-49",1,3,4,0,0
"175",2020-12-27,"VDA","50-59",4,5,9,0,0
"176",2020-12-27,"VDA","60-69",3,2,5,0,0
"177",2020-12-27,"VDA","70-79",0,0,0,0,0
"178",2020-12-27,"VDA","80-89",0,0,0,0,0
"179",2020-12-27,"VDA","90+",0,0,0,0,0
"180",2020-12-27,"VEN","16-19",0,0,0,0,0
"181",2020-12-27,"VEN","20-29",22,54,76,0,0
"182",2020-12-27,"VEN","30-39",66,57,123,0,0
"183",2020-12-27,"VEN","40-49",51,106,157,0,0
"184",2020-12-27,"VEN","50-59",122,217,338,1,0
"185",2020-12-27,"VEN","60-69",132,51,183,0,0
"186",2020-12-27,"VEN","70-79",2,0,2,0,0
"187",2020-12-27,"VEN","80-89",0,0,0,0,0
"188",2020-12-27,"VEN","90+",0,0,0,0,0
"189",2020-12-28,"CAL","16-19",0,0,0,0,0
"190",2020-12-28,"CAL","20-29",1,0,1,0,0
"191",2020-12-28,"CAL","30-39",0,1,1,0,0
"192",2020-12-28,"CAL","40-49",0,1,1,0,0
"193",2020-12-28,"CAL","50-59",0,1,1,0,0
"194",2020-12-28,"CAL","60-69",1,0,1,0,0
"195",2020-12-28,"CAL","70-79",0,0,0,0,0
"196",2020-12-28,"CAL","80-89",0,0,0,0,0
"197",2020-12-28,"CAL","90+",0,0,0,0,0
"198",2020-12-28,"LAZ","16-19",0,0,0,0,0
"199",2020-12-28,"LAZ","20-29",37,46,83,0,0
"200",2020-12-28,"LAZ","30-39",52,49,100,1,0
"201",2020-12-28,"LAZ","40-49",41,92,125,8,0
"202",2020-12-28,"LAZ","50-59",58,103,159,2,0
"203",2020-12-28,"LAZ","60-69",63,26,84,5,0
"204",2020-12-28,"LAZ","70-79",0,0,0,0,0
"205",2020-12-28,"LAZ","80-89",0,0,0,0,0
"206",2020-12-28,"LAZ","90+",0,0,0,0,0
"207",2020-12-28,"LIG","16-19",0,0,0,0,0
"208",2020-12-28,"LIG","20-29",1,3,4,0,0
"209",2020-12-28,"LIG","30-39",4,9,13,0,0
"210",2020-12-28,"LIG","40-49",9,14,23,0,0
"211",2020-12-28,"LIG","50-59",10,19,29,0,0
"212",2020-12-28,"LIG","60-69",5,5,10,0,0
"213",2020-12-28,"LIG","70-79",0,0,0,0,0
"214",2020-12-28,"LIG","80-89",1,0,0,1,0
"215",2020-12-28,"LIG","90+",0,0,0,0,0
"216",2020-12-28,"LOM","16-19",0,0,0,0,0
"217",2020-12-28,"LOM","20-29",20,20,34,6,0
"218",2020-12-28,"LOM","30-39",39,58,86,11,0
"219",2020-12-28,"LOM","40-49",40,61,92,9,0
"220",2020-12-28,"LOM","50-59",47,60,92,15,0
"221",2020-12-28,"LOM","60-69",25,21,34,12,0
"222",2020-12-28,"LOM","70-79",0,0,0,0,0
"223",2020-12-28,"LOM","80-89",0,0,0,0,0
"224",2020-12-28,"LOM","90+",0,0,0,0,0
"225",2020-12-28,"PAB","16-19",0,0,0,0,0
"226",2020-12-28,"PAB","20-29",0,0,0,0,0
"227",2020-12-28,"PAB","30-39",0,0,0,0,0
"228",2020-12-28,"PAB","40-49",0,0,0,0,0
"229",2020-12-28,"PAB","50-59",0,0,0,0,0
"230",2020-12-28,"PAB","60-69",0,0,0,0,0
"231",2020-12-28,"PAB","70-79",0,0,0,0,0
"232",2020-12-28,"PAB","80-89",0,0,0,0,0
"233",2020-12-28,"PAB","90+",0,0,0,0,0
"234",2020-12-28,"SAR","16-19",0,0,0,0,0
"235",2020-12-28,"SAR","20-29",0,1,1,0,0
"236",2020-12-28,"SAR","30-39",3,2,5,0,0
"237",2020-12-28,"SAR","40-49",8,11,19,0,0
"238",2020-12-28,"SAR","50-59",9,15,24,0,0
"239",2020-12-28,"SAR","60-69",5,11,16,0,0
"240",2020-12-28,"SAR","70-79",0,0,0,0,0
"241",2020-12-28,"SAR","80-89",0,0,0,0,0
"242",2020-12-28,"SAR","90+",0,0,0,0,0
"243",2020-12-28,"SIC","16-19",0,0,0,0,0
"244",2020-12-28,"SIC","20-29",13,13,26,0,0
"245",2020-12-28,"SIC","30-39",27,21,48,0,0
"246",2020-12-28,"SIC","40-49",22,20,42,0,0
"247",2020-12-28,"SIC","50-59",29,16,43,2,0
"248",2020-12-28,"SIC","60-69",37,16,53,0,0
"249",2020-12-28,"SIC","70-79",0,0,0,0,0
"250",2020-12-28,"SIC","80-89",0,0,0,0,0
"251",2020-12-28,"SIC","90+",0,0,0,0,0
"252",2020-12-29,"LAZ","16-19",0,0,0,0,0
"253",2020-12-29,"LAZ","20-29",6,32,38,0,0
"254",2020-12-29,"LAZ","30-39",24,35,53,6,0
"255",2020-12-29,"LAZ","40-49",22,45,62,5,0
"256",2020-12-29,"LAZ","50-59",40,88,124,4,0
"257",2020-12-29,"LAZ","60-69",35,20,55,0,0
"258",2020-12-29,"LAZ","70-79",2,2,4,0,0
"259",2020-12-29,"LAZ","80-89",0,0,0,0,0
"260",2020-12-29,"LAZ","90+",0,0,0,0,0
"261",2020-12-29,"LIG","16-19",0,0,0,0,0
"262",2020-12-29,"LIG","20-29",1,0,1,0,0
"263",2020-12-29,"LIG","30-39",9,20,27,2,0
"264",2020-12-29,"LIG","40-49",5,17,20,2,0
"265",2020-12-29,"LIG","50-59",8,30,38,0,0
"266",2020-12-29,"LIG","60-69",6,6,11,1,0
"267",2020-12-29,"LIG","70-79",2,3,0,2,3
"268",2020-12-29,"LIG","80-89",1,8,0,0,9
"269",2020-12-29,"LIG","90+",1,8,0,0,9
"270",2020-12-29,"LOM","16-19",1,0,0,1,0
"271",2020-12-29,"LOM","20-29",14,22,35,1,0
"272",2020-12-29,"LOM","30-39",47,62,103,6,0
"273",2020-12-29,"LOM","40-49",38,61,88,11,0
"274",2020-12-29,"LOM","50-59",37,80,85,32,0
"275",2020-12-29,"LOM","60-69",35,19,46,8,0
"276",2020-12-29,"LOM","70-79",0,0,0,0,0
"277",2020-12-29,"LOM","80-89",0,0,0,0,0
"278",2020-12-29,"LOM","90+",0,0,0,0,0
"279",2020-12-29,"SAR","16-19",0,0,0,0,0
"280",2020-12-29,"SAR","20-29",2,1,3,0,0
"281",2020-12-29,"SAR","30-39",1,2,3,0,0
"282",2020-12-29,"SAR","40-49",6,4,10,0,0
"283",2020-12-29,"SAR","50-59",8,11,18,1,0
"284",2020-12-29,"SAR","60-69",12,3,15,0,0
"285",2020-12-29,"SAR","70-79",0,0,0,0,0
"286",2020-12-29,"SAR","80-89",0,0,0,0,0
"287",2020-12-29,"SAR","90+",0,0,0,0,0
"288",2020-12-29,"SIC","16-19",0,0,0,0,0
"289",2020-12-29,"SIC","20-29",9,7,16,0,0
"290",2020-12-29,"SIC","30-39",27,24,51,0,0
"291",2020-12-29,"SIC","40-49",34,22,56,0,0
"292",2020-12-29,"SIC","50-59",30,21,51,0,0
"293",2020-12-29,"SIC","60-69",46,15,61,0,0
