data_somministrazione,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa
2021-01-08,CAL,80-89,1,1,0,1,0,0
2021-01-08,CAL,90+,0,0,0,0,0,0
2021-01-08,CAM,16-19,8,1,7,4,4,0
2021-01-08,CAM,20-29,1012,424,588,786,225,1
2021-01-08,CAM,30-39,1775,827,948,1404,371,0
2021-01-08,CAM,40-49,2255,946,1309,1700,550,5
2021-01-08,CAM,50-59,2779,1237,1542,2095,674,10
2021-01-08,CAM,60-69,2225,1327,898,1747,457,21
2021-01-08,CAM,70-79,226,162,64,124,63,39
2021-01-08,CAM,80-89,107,34,73,13,15,79
2021-01-08,CAM,90+,59,10,49,0,2,57
2021-01-08,EMR,16-19,9,5,4,3,6,0
2021-01-08,EMR,20-29,1103,336,767,730,373,0
2021-01-08,EMR,30-39,1753,625,1128,1205,547,1
2021-01-08,EMR,40-49,2198,658,1540,1516,679,3
2021-01-08,EMR,50-59,2697,695,2002,1764,913,20
2021-01-08,EMR,60-69,1500,699,801,867,573,60
2021-01-08,EMR,70-79,391,265,126,135,140,116
2021-01-08,EMR,80-89,364,111,253,12,65,287
2021-01-08,EMR,90+,328,47,281,1,62,265
2021-01-08,FVG,16-19,2,1,1,1,1,0
2021-01-08,FVG,20-29,301,100,201,188,112,1
2021-01-08,FVG,30-39,326,124,202,267,58,1
2021-01-08,FVG,40-49,452,116,336,383,69,0
2021-01-08,FVG,50-59,541,131,410,440,89,12
2021-01-08,FVG,60-69,278,146,132,226,31,21
2021-01-08,FVG,70-79,120,73,47,44,9,67
2021-01-08,FVG,80-89,153,40,113,3,0,150
2021-01-08,FVG,90+,145,15,130,0,1,144
2021-01-08,LAZ,16-19,23,5,18,21,2,0
2021-01-08,LAZ,20-29,942,344,598,874,62,6
2021-01-08,LAZ,30-39,1277,464,813,1116,153,8
2021-01-08,LAZ,40-49,1474,471,1003,1247,194,33
2021-01-08,LAZ,50-59,1775,638,1137,1472,248,55
2021-01-08,LAZ,60-69,1060,547,513,850,117,93
2021-01-08,LAZ,70-79,203,115,88,44,36,123
2021-01-08,LAZ,80-89,292,82,210,13,28,251
2021-01-08,LAZ,90+,159,19,140,0,2,157
2021-01-08,LIG,16-19,10,4,6,4,6,0
2021-01-08,LIG,20-29,232,84,148,172,59,1
2021-01-08,LIG,30-39,351,135,216,291,57,3
2021-01-08,LIG,40-49,561,188,373,457,86,18
2021-01-08,LIG,50-59,858,252,606,723,112,23
2021-01-08,LIG,60-69,423,207,216,325,82,16
2021-01-08,LIG,70-79,74,50,24,12,18,44
2021-01-08,LIG,80-89,122,36,86,2,5,115
2021-01-08,LIG,90+,106,11,95,0,0,106
2021-01-08,LOM,16-19,7,4,3,2,5,0
2021-01-08,LOM,20-29,1286,379,907,1123,163,0
2021-01-08,LOM,30-39,1994,689,1305,1765,228,1
2021-01-08,LOM,40-49,2666,728,1938,2322,342,2
2021-01-08,LOM,50-59,3679,935,2744,3139,533,7
2021-01-08,LOM,60-69,1313,631,682,1111,181,21
2021-01-08,LOM,70-79,162,106,56,82,26,54
2021-01-08,LOM,80-89,171,46,125,5,2,164
2021-01-08,LOM,90+,116,13,103,1,1,114
2021-01-08,MAR,16-19,1,0,1,0,1,0
2021-01-08,MAR,20-29,177,58,119,163,14,0
2021-01-08,MAR,30-39,334,138,196,297,33,4
2021-01-08,MAR,40-49,377,123,254,315,54,8
2021-01-08,MAR,50-59,445,133,312,350,87,8
2021-01-08,MAR,60-69,202,104,98,169,30,3
2021-01-08,MAR,70-79,32,31,1,27,4,1
2021-01-08,MAR,80-89,3,3,0,1,1,1
2021-01-08,MAR,90+,1,1,0,1,0,0
2021-01-08,MOL,16-19,1,0,1,0,1,0
2021-01-08,MOL,20-29,9,5,4,3,5,1
2021-01-08,MOL,30-39,28,11,17,20,6,2
2021-01-08,MOL,40-49,65,20,45,45,18,2
2021-01-08,MOL,50-59,120,38,82,85,31,4
2021-01-08,MOL,60-69,99,42,57,79,12,8
2021-01-08,MOL,70-79,10,3,7,2,1,7
2021-01-08,MOL,80-89,51,14,37,0,1,50
2021-01-08,MOL,90+,46,7,39,0,0,46
2021-01-08,PAB,16-19,5,1,4,0,5,0
2021-01-08,PAB,20-29,115,39,76,87,28,0
2021-01-08,PAB,30-39,193,71,122,168,25,0
2021-01-08,PAB,40-49,320,90,230,246,74,0
2021-01-08,PAB,50-59,373,120,253,241,128,4
2021-01-08,PAB,60-69,140,53,87,76,39,25
2021-01-08,PAB,70-79,69,36,33,9,1,59
2021-01-08,PAB,80-89,123,42,81,1,0,122
2021-01-08,PAB,90+,88,18,70,0,0,88
2021-01-08,PAT,16-19,1,0,1,1,0,0
2021-01-08,PAT,20-29,119,27,92,112,6,1
2021-01-08,PAT,30-39,143,49,94,122,21,0
2021-01-08,PAT,40-49,253,47,206,218,31,4
2021-01-08,PAT,50-59,319,61,258,247,61,11
2021-01-08,PAT,60-69,142,52,90,102,16,24
2021-01-08,PAT,70-79,96,41,55,11,7,78
2021-01-08,PAT,80-89,208,37,171,0,3,205
2021-01-08,PAT,90+,208,18,190,0,5,203
2021-01-08,PIE,16-19,7,6,1,6,1,0
2021-01-08,PIE,20-29,558,178,380,471,86,1
2021-01-08,PIE,30-39,890,317,573,761,127,2
2021-01-08,PIE,40-49,1225,346,879,998,222,5
2021-01-08,PIE,50-59,1703,451,1252,1275,411,17
2021-01-08,PIE,60-69,703,326,377,521,160,22
2021-01-08,PIE,70-79,125,74,51,34,17,74
2021-01-08,PIE,80-89,188,43,145,6,2,180
2021-01-08,PIE,90+,110,12,98,2,0,108
2021-01-08,PUG,16-19,1,1,0,1,0,0
2021-01-08,PUG,20-29,467,183,284,444,23,0
2021-01-08,PUG,30-39,829,324,505,767,62,0
2021-01-08,PUG,40-49,1024,384,640,939,84,1
2021-01-08,PUG,50-59,1378,539,839,1250,125,3
2021-01-08,PUG,60-69,844,464,380,782,53,9
2021-01-08,PUG,70-79,56,37,19,21,6,29
2021-01-08,PUG,80-89,106,34,72,3,0,103
2021-01-08,PUG,90+,75,18,57,1,0,74
2021-01-08,SAR,16-19,1,1,0,1,0,0
2021-01-08,SAR,20-29,295,96,199,272,23,0
2021-01-08,SAR,30-39,596,223,373,542,54,0
2021-01-08,SAR,40-49,710,232,478,624,86,0
2021-01-08,SAR,50-59,1092,385,707,982,110,0
2021-01-08,SAR,60-69,522,248,274,468,54,0
2021-01-08,SAR,70-79,24,21,3,20,4,0
2021-01-08,SAR,80-89,1,0,1,0,1,0
2021-01-08,SAR,90+,1,0,1,1,0,0
2021-01-08,SIC,16-19,13,7,6,10,3,0
2021-01-08,SIC,20-29,594,247,347,492,102,0
2021-01-08,SIC,30-39,1113,492,621,912,201,0
2021-01-08,SIC,40-49,1638,684,954,1301,336,1
2021-01-08,SIC,50-59,2258,982,1276,1810,441,7
2021-01-08,SIC,60-69,1510,843,667,1299,197,14
2021-01-08,SIC,70-79,216,156,60,143,35,38
2021-01-08,SIC,80-89,107,32,75,13,17,77
2021-01-08,SIC,90+,55,23,32,2,4,49
2021-01-08,TOS,16-19,24,6,18,24,0,0
2021-01-08,TOS,20-29,1254,379,875,1247,3,4
2021-01-08,TOS,30-39,968,285,683,943,8,17
2021-01-08,TOS,40-49,1183,271,912,1146,8,29
2021-01-08,TOS,50-59,1509,338,1171,1451,16,42
2021-01-08,TOS,60-69,570,238,332,519,4,47
2021-01-08,TOS,70-79,108,58,50,24,0,84
2021-01-08,TOS,80-89,193,46,147,5,0,188
2021-01-08,TOS,90+,140,16,124,0,0,140
2021-01-08,UMB,16-19,0,0,0,0,0,0
2021-01-08,UMB,20-29,72,22,50,72,0,0
2021-01-08,UMB,30-39,207,62,145,203,2,2
2021-01-08,UMB,40-49,220,67,153,217,1,2
2021-01-08,UMB,50-59,324,84,240,306,6,12
2021-01-08,UMB,60-69,166,70,96,154,0,12
2021-01-08,UMB,70-79,43,20,23,1,3,39
2021-01-08,UMB,80-89,93,28,65,0,0,93
2021-01-08,UMB,90+,55,12,43,0,0,55
2021-01-08,VDA,16-19,4,2,2,4,0,0
2021-01-08,VDA,20-29,32,11,21,32,0,0
2021-01-08,VDA,30-39,52,21,31,50,0,2
2021-01-08,VDA,40-49,57,21,36,56,0,1
2021-01-08,VDA,50-59,80,25,55,75,0,5
2021-01-08,VDA,60-69,36,22,14,36,0,0
2021-01-08,VDA,70-79,24,21,3,21,0,3
2021-01-08,VDA,80-89,9,5,4,1,0,8
2021-01-08,VDA,90+,5,2,3,0,0,5
2021-01-08,VEN,16-19,7,2,5,3,2,2
2021-01-08,VEN,20-29,902,286,616,766,114,22
2021-01-08,VEN,30-39,1226,393,833,1033,178,15
2021-01-08,VEN,40-49,1894,464,1430,1512,346,36
2021-01-08,VEN,50-59,2624,661,1963,1978,538,108
2021-01-08,VEN,60-69,1163,565,598,779,185,199
2021-01-08,VEN,70-79,368,182,186,62,15,291
2021-01-08,VEN,80-89,612,182,430,6,13,593
2021-01-08,VEN,90+,493,63,430,1,0,492
2021-01-09,ABR,16-19,0,0,0,0,0,0
2021-01-09,ABR,20-29,115,33,82,111,4,0
2021-01-09,ABR,30-39,242,86,156,238,4,0
2021-01-09,ABR,40-49,295,68,227,275,20,0
2021-01-09,ABR,50-59,393,122,271,373,20,0
2021-01-09,ABR,60-69,426,244,182,419,7,0
2021-01-09,ABR,70-79,12,12,0,12,0,0
2021-01-09,ABR,80-89,0,0,0,0,0,0
2021-01-09,ABR,90+,0,0,0,0,0,0
2021-01-09,BAS,16-19,0,0,0,0,0,0
2021-01-09,BAS,20-29,17,4,13,16,1,0
2021-01-09,BAS,30-39,70,22,48,65,5,0
2021-01-09,BAS,40-49,106,33,73,96,7,3
2021-01-09,BAS,50-59,135,46,89,115,10,10
2021-01-09,BAS,60-69,88,42,46,75,3,10
2021-01-09,BAS,70-79,7,4,3,0,0,7
2021-01-09,BAS,80-89,24,10,14,0,0,24
2021-01-09,BAS,90+,15,3,12,0,0,15
2021-01-09,CAL,16-19,0,0,0,0,0,0
2021-01-09,CAL,20-29,92,39,53,82,10,0
2021-01-09,CAL,30-39,245,122,123,218,27,0
2021-01-09,CAL,40-49,340,152,188,272,68,0
2021-01-09,CAL,50-59,597,279,318,494,103,0
2021-01-09,CAL,60-69,493,290,203,464,29,0
2021-01-09,CAL,70-79,12,12,0,9,3,0
2021-01-09,CAL,80-89,2,2,0,1,1,0
2021-01-09,CAL,90+,0,0,0,0,0,0
2021-01-09,CAM,16-19,8,4,4,4,4,0
2021-01-09,CAM,20-29,1003,361,642,832,171,0
2021-01-09,CAM,30-39,1953,889,1064,1576,377,0
2021-01-09,CAM,40-49,2078,874,1204,1618,452,8
2021-01-09,CAM,50-59,2713,1173,1540,2142,547,24
2021-01-09,CAM,60-69,2284,1419,865,1920,324,40
2021-01-09,CAM,70-79,286,222,64,195,48,43
2021-01-09,CAM,80-89,129,48,81,21,13,95
2021-01-09,CAM,90+,61,13,48,1,1,59
2021-01-09,EMR,16-19,14,6,8,5,9,0
2021-01-09,EMR,20-29,1019,330,689,688,331,0
2021-01-09,EMR,30-39,1488,522,966,1058,429,1
2021-01-09,EMR,40-49,1812,534,1278,1246,556,10
2021-01-09,EMR,50-59,2274,653,1621,1444,800,30
2021-01-09,EMR,60-69,1422,655,767,924,465,33
2021-01-09,EMR,70-79,370,272,98,156,142,72
2021-01-09,EMR,80-89,308,109,199,17,74,217
2021-01-09,EMR,90+,295,40,255,1,80,214
2021-01-09,FVG,16-19,13,4,9,2,11,0
2021-01-09,FVG,20-29,441,147,294,180,260,1
2021-01-09,FVG,30-39,279,93,186,208,70,1
2021-01-09,FVG,40-49,410,104,306,297,108,5
2021-01-09,FVG,50-59,527,156,371,338,157,32
2021-01-09,FVG,60-69,303,147,156,188,46,69
2021-01-09,FVG,70-79,174,106,68,44,8,122
2021-01-09,FVG,80-89,206,56,150,2,3,201
2021-01-09,FVG,90+,159,26,133,1,0,158
2021-01-09,LAZ,16-19,20,11,9,11,8,1
2021-01-09,LAZ,20-29,839,323,516,713,116,10
2021-01-09,LAZ,30-39,1030,390,640,859,149,22
2021-01-09,LAZ,40-49,1081,422,659,838,182,61
2021-01-09,LAZ,50-59,1422,535,887,1082,269,71
2021-01-09,LAZ,60-69,1003,511,492,804,135,64
2021-01-09,LAZ,70-79,210,112,98,59,66,85
2021-01-09,LAZ,80-89,272,97,175,8,45,219
2021-01-09,LAZ,90+,161,29,132,1,1,159
2021-01-09,LIG,16-19,6,2,4,2,4,0
2021-01-09,LIG,20-29,118,44,74,74,44,0
2021-01-09,LIG,30-39,162,60,102,116,46,0
2021-01-09,LIG,40-49,211,71,140,163,46,2
2021-01-09,LIG,50-59,387,112,275,303,79,5
2021-01-09,LIG,60-69,267,139,128,196,49,22
2021-01-09,LIG,70-79,56,30,26,4,17,35
2021-01-09,LIG,80-89,65,18,47,0,1,64
2021-01-09,LIG,90+,60,4,56,0,1,59
2021-01-09,LOM,16-19,32,9,23,10,22,0
2021-01-09,LOM,20-29,1441,483,958,1145,293,3
2021-01-09,LOM,30-39,2032,773,1259,1651,374,7
2021-01-09,LOM,40-49,2524,766,1758,1998,504,22
2021-01-09,LOM,50-59,3591,1162,2429,2755,819,17
2021-01-09,LOM,60-69,1944,1022,922,1526,402,16
2021-01-09,LOM,70-79,247,174,73,142,87,18
2021-01-09,LOM,80-89,114,23,91,7,11,96
2021-01-09,LOM,90+,61,10,51,0,4,57
2021-01-09,MAR,16-19,2,2,0,2,0,0
2021-01-09,MAR,20-29,181,59,122,150,31,0
2021-01-09,MAR,30-39,237,87,150,209,28,0
2021-01-09,MAR,40-49,379,109,270,321,58,0
2021-01-09,MAR,50-59,493,140,353,394,99,0
2021-01-09,MAR,60-69,380,179,201,338,42,0
2021-01-09,MAR,70-79,38,30,8,37,1,0
2021-01-09,MAR,80-89,1,1,0,1,0,0
2021-01-09,MAR,90+,0,0,0,0,0,0
2021-01-09,MOL,16-19,0,0,0,0,0,0
2021-01-09,MOL,20-29,12,4,8,7,5,0
2021-01-09,MOL,30-39,30,10,20,24,5,1
2021-01-09,MOL,40-49,51,15,36,40,10,1
2021-01-09,MOL,50-59,120,41,79,87,27,6
2021-01-09,MOL,60-69,58,27,31,38,9,11
2021-01-09,MOL,70-79,8,2,6,0,0,8
2021-01-09,MOL,80-89,47,14,33,1,0,46
2021-01-09,MOL,90+,123,39,84,17,1,105
2021-01-09,PAB,16-19,1,0,1,0,1,0
2021-01-09,PAB,20-29,22,10,12,6,16,0
2021-01-09,PAB,30-39,51,25,26,13,37,1
2021-01-09,PAB,40-49,40,15,25,13,20,7
2021-01-09,PAB,50-59,65,33,32,19,43,3
2021-01-09,PAB,60-69,43,29,14,3,28,12
2021-01-09,PAB,70-79,29,10,19,1,1,27
2021-01-09,PAB,80-89,37,13,24,0,1,36
2021-01-09,PAB,90+,22,4,18,0,0,22
2021-01-09,PAT,16-19,0,0,0,0,0,0
2021-01-09,PAT,20-29,11,2,9,11,0,0
2021-01-09,PAT,30-39,20,7,13,16,3,1
2021-01-09,PAT,40-49,44,9,35,38,5,1
2021-01-09,PAT,50-59,66,7,59,61,3,2
2021-01-09,PAT,60-69,16,7,9,14,2,0
2021-01-09,PAT,70-79,10,8,2,3,0,7
2021-01-09,PAT,80-89,3,0,3,0,0,3
2021-01-09,PAT,90+,16,0,16,0,0,16
2021-01-09,PIE,16-19,37,18,19,32,5,0
2021-01-09,PIE,20-29,782,238,544,674,108,0
2021-01-09,PIE,30-39,863,311,552,722,141,0
2021-01-09,PIE,40-49,1145,342,803,904,237,4
2021-01-09,PIE,50-59,1646,502,1144,1247,391,8
2021-01-09,PIE,60-69,985,508,477,769,188,28
2021-01-09,PIE,70-79,239,152,87,117,41,81
2021-01-09,PIE,80-89,250,69,181,8,11,231
2021-01-09,PIE,90+,193,28,165,1,1,191
2021-01-09,PUG,16-19,3,2,1,1,2,0
2021-01-09,PUG,20-29,463,153,310,451,12,0
2021-01-09,PUG,30-39,723,279,444,700,20,3
2021-01-09,PUG,40-49,954,370,584,894,48,12
2021-01-09,PUG,50-59,1284,541,743,1208,63,13
2021-01-09,PUG,60-69,1311,867,444,1239,39,33
2021-01-09,PUG,70-79,98,54,44,27,1,70
2021-01-09,PUG,80-89,126,51,75,5,0,121
2021-01-09,PUG,90+,99,20,79,4,0,95
2021-01-09,SAR,16-19,2,1,1,1,1,0
2021-01-09,SAR,20-29,302,87,215,267,35,0
2021-01-09,SAR,30-39,654,232,422,531,123,0
2021-01-09,SAR,40-49,940,288,652,714,226,0
2021-01-09,SAR,50-59,1322,423,899,1039,283,0
2021-01-09,SAR,60-69,764,363,401,628,136,0
2021-01-09,SAR,70-79,13,10,3,11,2,0
2021-01-09,SAR,80-89,3,2,1,0,3,0
2021-01-09,SAR,90+,1,0,1,1,0,0
2021-01-09,SIC,16-19,13,9,4,9,4,0
2021-01-09,SIC,20-29,695,297,398,534,160,1
2021-01-09,SIC,30-39,1068,492,576,783,285,0
2021-01-09,SIC,40-49,1400,598,802,968,427,5
2021-01-09,SIC,50-59,1746,779,967,1251,485,10
2021-01-09,SIC,60-69,1254,722,532,967,251,36
2021-01-09,SIC,70-79,233,162,71,142,48,43
2021-01-09,SIC,80-89,192,62,130,15,33,144
2021-01-09,SIC,90+,107,23,84,6,16,85
2021-01-09,TOS,16-19,77,20,57,74,3,0
2021-01-09,TOS,20-29,840,257,583,817,19,4
2021-01-09,TOS,30-39,645,243,402,602,26,17
2021-01-09,TOS,40-49,799,214,585,731,38,30
2021-01-09,TOS,50-59,892,257,635,809,28,55
2021-01-09,TOS,60-69,782,442,340,692,24,66
2021-01-09,TOS,70-79,134,85,49,49,6,79
2021-01-09,TOS,80-89,171,55,116,4,0,167
2021-01-09,TOS,90+,140,21,119,0,0,140
2021-01-09,UMB,16-19,0,0,0,0,0,0
2021-01-09,UMB,20-29,73,24,49,73,0,0
2021-01-09,UMB,30-39,188,61,127,181,2,5
2021-01-09,UMB,40-49,223,64,159,210,1,12
2021-01-09,UMB,50-59,317,73,244,300,3,14
2021-01-09,UMB,60-69,197,92,105,126,3,68
2021-01-09,UMB,70-79,141,54,87,3,5,133
2021-01-09,UMB,80-89,343,84,259,1,0,342
2021-01-09,UMB,90+,191,27,164,0,0,191
2021-01-09,VDA,16-19,4,4,0,4,0,0
2021-01-09,VDA,20-29,42,17,25,42,0,0
2021-01-09,VDA,30-39,53,19,34,53,0,0
2021-01-09,VDA,40-49,101,39,62,96,0,5
2021-01-09,VDA,50-59,140,58,82,138,0,2
2021-01-09,VDA,60-69,59,37,22,57,0,2
2021-01-09,VDA,70-79,30,23,7,24,0,6
2021-01-09,VDA,80-89,7,1,6,0,0,7
2021-01-09,VDA,90+,7,1,6,0,0,7
2021-01-09,VEN,16-19,12,6,6,1,10,1
2021-01-09,VEN,20-29,766,253,513,648,113,5
2021-01-09,VEN,30-39,998,353,645,799,185,14
2021-01-09,VEN,40-49,1492,362,1130,1134,333,25
2021-01-09,VEN,50-59,2073,533,1540,1582,396,95
2021-01-09,VEN,60-69,1163,611,552,840,172,151
2021-01-09,VEN,70-79,356,185,171,38,54,264
2021-01-09,VEN,80-89,589,152,437,6,20,563
2021-01-09,VEN,90+,427,57,370,3,7,417
2021-01-10,ABR,16-19,4,0,4,3,1,0
2021-01-10,ABR,20-29,106,36,70,104,2,0
2021-01-10,ABR,30-39,192,69,123,190,2,0
2021-01-10,ABR,40-49,246,66,180,234,12,0
2021-01-10,ABR,50-59,344,107,237,333,11,0
2021-01-10,ABR,60-69,227,122,105,215,12,0
2021-01-10,ABR,70-79,2,1,1,2,0,0
2021-01-10,ABR,80-89,2,2,0,2,0,0
2021-01-10,ABR,90+,0,0,0,0,0,0
2021-01-10,CAL,16-19,0,0,0,0,0,0
2021-01-10,CAL,20-29,62,24,38,54,8,0
2021-01-10,CAL,30-39,139,62,77,109,30,0
2021-01-10,CAL,40-49,220,104,116,156,64,0
2021-01-10,CAL,50-59,353,169,184,244,109,0
2021-01-10,CAL,60-69,299,185,114,241,58,0
2021-01-10,CAL,70-79,17,16,1,17,0,0
2021-01-10,CAL,80-89,5,5,0,5,0,0
2021-01-10,CAL,90+,1,1,0,0,1,0
2021-01-10,CAM,16-19,4,3,1,1,3,0
2021-01-10,CAM,20-29,863,340,523,737,126,0
2021-01-10,CAM,30-39,1728,732,996,1453,274,1
2021-01-10,CAM,40-49,1622,644,978,1326,294,2
2021-01-10,CAM,50-59,2028,873,1155,1618,409,1
2021-01-10,CAM,60-69,1560,938,622,1309,244,7
2021-01-10,CAM,70-79,228,172,56,163,50,15
2021-01-10,CAM,80-89,70,19,51,9,11,50
2021-01-10,CAM,90+,38,8,30,1,2,35
2021-01-10,EMR,16-19,24,9,15,8,16,0
2021-01-10,EMR,20-29,1110,350,760,774,336,0
2021-01-10,EMR,30-39,1049,408,641,689,359,1
2021-01-10,EMR,40-49,1194,419,775,749,440,5
2021-01-10,EMR,50-59,1469,443,1026,873,587,9
2021-01-10,EMR,60-69,900,441,459,511,365,24
2021-01-10,EMR,70-79,361,264,97,140,182,39
2021-01-10,EMR,80-89,212,78,134,15,75,122
2021-01-10,EMR,90+,200,35,165,3,51,146
2021-01-10,FVG,16-19,15,7,8,3,12,0
2021-01-10,FVG,20-29,484,162,322,187,297,0
2021-01-10,FVG,30-39,458,140,318,296,159,3
2021-01-10,FVG,40-49,638,154,484,374,260,4
2021-01-10,FVG,50-59,721,204,517,407,305,9
2021-01-10,FVG,60-69,325,124,201,183,124,18
2021-01-10,FVG,70-79,116,72,44,46,28,42
2021-01-10,FVG,80-89,103,43,60,4,1,98
2021-01-10,FVG,90+,70,11,59,1,0,69
2021-01-10,LAZ,16-19,43,23,20,25,10,8
2021-01-10,LAZ,20-29,724,271,453,586,113,25
2021-01-10,LAZ,30-39,681,280,401,504,174,3
2021-01-10,LAZ,40-49,650,201,449,457,193,0
2021-01-10,LAZ,50-59,813,331,482,616,193,4
2021-01-10,LAZ,60-69,708,401,307,604,74,30
2021-01-10,LAZ,70-79,88,49,39,34,9,45
2021-01-10,LAZ,80-89,95,32,63,4,3,88
2021-01-10,LAZ,90+,42,11,31,0,0,42
2021-01-10,LIG,16-19,9,6,3,1,8,0
2021-01-10,LIG,20-29,96,53,43,30,66,0
2021-01-10,LIG,30-39,84,39,45,52,32,0
2021-01-10,LIG,40-49,109,52,57,57,52,0
2021-01-10,LIG,50-59,241,100,141,130,110,1
2021-01-10,LIG,60-69,145,89,56,69,71,5
2021-01-10,LIG,70-79,58,33,25,4,27,27
2021-01-10,LIG,80-89,67,13,54,0,3,64
2021-01-10,LIG,90+,46,13,33,0,2,44
2021-01-10,LOM,16-19,72,25,47,44,28,0
2021-01-10,LOM,20-29,1524,540,984,1188,336,0
2021-01-10,LOM,30-39,1764,680,1084,1371,393,0
2021-01-10,LOM,40-49,2211,718,1493,1654,557,0
2021-01-10,LOM,50-59,3033,976,2057,2307,726,0
2021-01-10,LOM,60-69,1773,932,841,1402,371,0
2021-01-10,LOM,70-79,238,166,72,153,85,0
2021-01-10,LOM,80-89,18,7,11,7,7,4
2021-01-10,LOM,90+,4,0,4,1,1,2
2021-01-10,MAR,16-19,4,2,2,4,0,0
2021-01-10,MAR,20-29,155,55,100,138,14,3
2021-01-10,MAR,30-39,274,99,175,246,27,1
2021-01-10,MAR,40-49,420,138,282,353,64,3
2021-01-10,MAR,50-59,526,185,341,409,115,2
2021-01-10,MAR,60-69,346,195,151,313,33,0
2021-01-10,MAR,70-79,33,29,4,33,0,0
2021-01-10,MAR,80-89,2,2,0,2,0,0
2021-01-10,MAR,90+,0,0,0,0,0,0
2021-01-10,MOL,16-19,0,0,0,0,0,0
2021-01-10,MOL,20-29,1,0,1,1,0,0
2021-01-10,MOL,30-39,12,3,9,10,2,0
2021-01-10,MOL,40-49,15,3,12,9,3,3
2021-01-10,MOL,50-59,25,11,14,15,4,6
2021-01-10,MOL,60-69,20,9,11,7,2,11
2021-01-10,MOL,70-79,23,4,19,2,0,21
2021-01-10,MOL,80-89,67,11,56,0,0,67
2021-01-10,MOL,90+,106,31,75,38,8,60
2021-01-10,PAT,16-19,0,0,0,0,0,0
2021-01-10,PAT,20-29,10,2,8,9,1,0
2021-01-10,PAT,30-39,6,3,3,4,2,0
2021-01-10,PAT,40-49,18,5,13,12,6,0
2021-01-10,PAT,50-59,28,6,22,20,8,0
2021-01-10,PAT,60-69,8,2,6,7,1,0
2021-01-10,PAT,70-79,0,0,0,0,0,0
2021-01-10,PAT,80-89,2,0,2,0,0,2
2021-01-10,PAT,90+,6,0,6,0,0,6
2021-01-10,PIE,16-19,68,32,36,65,3,0
2021-01-10,PIE,20-29,899,342,557,826,73,0
2021-01-10,PIE,30-39,708,322,386,593,114,1
2021-01-10,PIE,40-49,976,354,622,756,211,9
2021-01-10,PIE,50-59,1103,467,636,844,242,17
2021-01-10,PIE,60-69,712,443,269,578,105,29
2021-01-10,PIE,70-79,309,212,97,201,30,78
2021-01-10,PIE,80-89,226,67,159,15,4,207
2021-01-10,PIE,90+,170,27,143,1,0,169
2021-01-10,PUG,16-19,15,5,10,1,0,14
2021-01-10,PUG,20-29,227,88,139,196,9,22
2021-01-10,PUG,30-39,376,148,228,325,26,25
2021-01-10,PUG,40-49,449,178,271,406,30,13
2021-01-10,PUG,50-59,604,269,335,552,44,8
2021-01-10,PUG,60-69,409,258,151,386,20,3
2021-01-10,PUG,70-79,17,12,5,6,0,11
2021-01-10,PUG,80-89,28,10,18,2,0,26
2021-01-10,PUG,90+,18,5,13,0,0,18
2021-01-10,SAR,16-19,3,1,2,3,0,0
2021-01-10,SAR,20-29,206,83,123,180,26,0
2021-01-10,SAR,30-39,342,119,223,283,59,0
2021-01-10,SAR,40-49,514,157,357,356,158,0
2021-01-10,SAR,50-59,690,198,492,514,176,0
2021-01-10,SAR,60-69,411,184,227,338,73,0
2021-01-10,SAR,70-79,5,3,2,4,1,0
2021-01-10,SAR,80-89,2,1,1,0,2,0
2021-01-10,SAR,90+,0,0,0,0,0,0
2021-01-10,SIC,16-19,19,13,6,4,15,0
2021-01-10,SIC,20-29,299,151,148,202,96,1
2021-01-10,SIC,30-39,438,227,211,295,143,0
2021-01-10,SIC,40-49,595,216,379,344,246,5
2021-01-10,SIC,50-59,656,252,404,395,247,14
2021-01-10,SIC,60-69,472,255,217,337,116,19
2021-01-10,SIC,70-79,148,92,56,60,34,54
2021-01-10,SIC,80-89,295,106,189,5,84,206
2021-01-10,SIC,90+,151,38,113,0,13,138
2021-01-10,TOS,16-19,28,13,15,25,1,2
2021-01-10,TOS,20-29,451,155,296,423,24,4
2021-01-10,TOS,30-39,424,172,252,392,23,9
2021-01-10,TOS,40-49,501,149,352,464,21,16
2021-01-10,TOS,50-59,665,192,473,602,30,33
2021-01-10,TOS,60-69,524,300,224,472,20,32
2021-01-10,TOS,70-79,91,58,33,47,8,36
2021-01-10,TOS,80-89,130,34,96,5,7,118
2021-01-10,TOS,90+,96,11,85,0,3,93
2021-01-10,UMB,16-19,0,0,0,0,0,0
2021-01-10,UMB,20-29,49,14,35,49,0,0
2021-01-10,UMB,30-39,162,43,119,162,0,0
2021-01-10,UMB,40-49,178,50,128,178,0,0
2021-01-10,UMB,50-59,255,57,198,250,1,4
2021-01-10,UMB,60-69,111,43,68,99,0,12
2021-01-10,UMB,70-79,46,14,32,1,0,45
2021-01-10,UMB,80-89,109,39,70,0,0,109
2021-01-10,UMB,90+,73,11,62,0,0,73
2021-01-10,VDA,16-19,0,0,0,0,0,0
2021-01-10,VDA,20-29,19,4,15,19,0,0
2021-01-10,VDA,30-39,43,11,32,43,0,0
2021-01-10,VDA,40-49,51,15,36,51,0,0
