data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose
2021-01-10,Pfizer/BioNTech,PUG,40-49,474,188,286,397,62,15,0,474,0
2021-01-10,Pfizer/BioNTech,PUG,50-59,610,259,351,518,87,5,0,610,0
2021-01-10,Pfizer/BioNTech,PUG,60-69,512,297,215,423,84,5,0,512,0
2021-01-10,Pfizer/BioNTech,PUG,70-79,53,35,18,14,30,9,0,53,0
2021-01-10,Pfizer/BioNTech,PUG,80-89,51,20,31,1,34,16,0,51,0
2021-01-10,Pfizer/BioNTech,PUG,90+,22,8,14,0,20,2,0,22,0
2021-01-10,Pfizer/BioNTech,SAR,16-19,1,0,1,1,0,0,0,1,0
2021-01-10,Pfizer/BioNTech,SAR,20-29,159,65,94,140,19,0,0,159,0
2021-01-10,Pfizer/BioNTech,SAR,30-39,354,123,231,301,53,0,0,354,0
2021-01-10,Pfizer/BioNTech,SAR,40-49,490,156,334,328,162,0,0,490,0
2021-01-10,Pfizer/BioNTech,SAR,50-59,679,190,489,512,167,0,0,679,0
2021-01-10,Pfizer/BioNTech,SAR,60-69,483,205,278,392,91,0,0,483,0
2021-01-10,Pfizer/BioNTech,SAR,70-79,9,7,2,8,1,0,0,9,0
2021-01-10,Pfizer/BioNTech,SAR,80-89,2,1,1,0,2,0,0,2,0
2021-01-10,Pfizer/BioNTech,SIC,16-19,28,19,9,6,22,0,0,28,0
2021-01-10,Pfizer/BioNTech,SIC,20-29,344,174,170,261,82,1,0,344,0
2021-01-10,Pfizer/BioNTech,SIC,30-39,557,284,273,412,145,0,0,557,0
2021-01-10,Pfizer/BioNTech,SIC,40-49,705,271,434,481,218,6,0,705,0
2021-01-10,Pfizer/BioNTech,SIC,50-59,800,308,492,558,224,18,0,800,0
2021-01-10,Pfizer/BioNTech,SIC,60-69,568,304,264,430,111,27,0,568,0
2021-01-10,Pfizer/BioNTech,SIC,70-79,171,109,62,71,31,69,0,171,0
2021-01-10,Pfizer/BioNTech,SIC,80-89,307,114,193,8,87,212,0,307,0
2021-01-10,Pfizer/BioNTech,SIC,90+,141,34,107,0,9,132,0,141,0
2021-01-10,Pfizer/BioNTech,TOS,16-19,6,4,2,4,0,2,0,6,0
2021-01-10,Pfizer/BioNTech,TOS,20-29,437,159,278,410,23,4,0,437,0
2021-01-10,Pfizer/BioNTech,TOS,30-39,413,152,261,379,23,11,0,413,0
2021-01-10,Pfizer/BioNTech,TOS,40-49,490,163,327,455,20,15,0,490,0
2021-01-10,Pfizer/BioNTech,TOS,50-59,663,181,482,601,29,33,0,663,0
2021-01-10,Pfizer/BioNTech,TOS,60-69,570,307,263,508,25,37,0,570,0
2021-01-10,Pfizer/BioNTech,TOS,70-79,124,82,42,69,8,47,0,124,0
2021-01-10,Pfizer/BioNTech,TOS,80-89,149,38,111,6,7,136,0,149,0
2021-01-10,Pfizer/BioNTech,TOS,90+,143,14,129,0,3,140,0,143,0
2021-01-10,Pfizer/BioNTech,UMB,20-29,39,13,26,39,0,0,0,39,0
2021-01-10,Pfizer/BioNTech,UMB,30-39,158,43,115,157,0,1,0,158,0
2021-01-10,Pfizer/BioNTech,UMB,40-49,175,43,132,174,1,0,0,175,0
2021-01-10,Pfizer/BioNTech,UMB,50-59,253,54,199,251,2,0,0,253,0
2021-01-10,Pfizer/BioNTech,UMB,60-69,131,45,86,115,3,13,0,131,0
2021-01-10,Pfizer/BioNTech,UMB,70-79,42,17,25,1,1,40,0,42,0
2021-01-10,Pfizer/BioNTech,UMB,80-89,128,36,92,0,1,127,0,128,0
2021-01-10,Pfizer/BioNTech,UMB,90+,112,16,96,0,1,111,0,112,0
2021-01-10,Pfizer/BioNTech,VDA,20-29,14,2,12,0,14,0,0,14,0
2021-01-10,Pfizer/BioNTech,VDA,30-39,46,13,33,0,46,0,0,46,0
2021-01-10,Pfizer/BioNTech,VDA,40-49,42,12,30,0,42,0,0,42,0
2021-01-10,Pfizer/BioNTech,VDA,50-59,70,20,50,0,70,0,0,70,0
2021-01-10,Pfizer/BioNTech,VDA,60-69,32,16,16,0,32,0,0,32,0
2021-01-10,Pfizer/BioNTech,VDA,70-79,9,5,4,0,9,0,0,9,0
2021-01-10,Pfizer/BioNTech,VDA,80-89,5,2,3,0,5,0,0,5,0
2021-01-10,Pfizer/BioNTech,VDA,90+,2,1,1,0,2,0,0,2,0
2021-01-10,Pfizer/BioNTech,VEN,16-19,21,9,12,7,11,3,0,21,0
2021-01-10,Pfizer/BioNTech,VEN,20-29,605,205,400,501,97,7,0,605,0
2021-01-10,Pfizer/BioNTech,VEN,30-39,707,247,460,531,163,13,0,707,0
2021-01-10,Pfizer/BioNTech,VEN,40-49,983,255,728,706,261,16,0,983,0
2021-01-10,Pfizer/BioNTech,VEN,50-59,1517,454,1063,1041,463,13,0,1517,0
2021-01-10,Pfizer/BioNTech,VEN,60-69,725,344,381,491,202,32,0,725,0
2021-01-10,Pfizer/BioNTech,VEN,70-79,143,82,61,44,41,58,0,143,0
2021-01-10,Pfizer/BioNTech,VEN,80-89,186,52,134,45,4,137,0,186,0
2021-01-10,Pfizer/BioNTech,VEN,90+,120,11,109,22,0,98,0,120,0
2021-01-11,Pfizer/BioNTech,ABR,16-19,1,1,0,1,0,0,0,1,0
2021-01-11,Pfizer/BioNTech,ABR,20-29,100,32,68,96,4,0,0,100,0
2021-01-11,Pfizer/BioNTech,ABR,30-39,293,122,171,265,28,0,0,293,0
2021-01-11,Pfizer/BioNTech,ABR,40-49,326,103,223,293,33,0,0,326,0
2021-01-11,Pfizer/BioNTech,ABR,50-59,435,117,318,370,64,1,0,435,0
2021-01-11,Pfizer/BioNTech,ABR,60-69,310,134,176,273,34,3,0,310,0
2021-01-11,Pfizer/BioNTech,ABR,70-79,46,38,8,37,2,7,0,46,0
2021-01-11,Pfizer/BioNTech,ABR,80-89,26,6,20,2,1,23,0,26,0
2021-01-11,Pfizer/BioNTech,ABR,90+,14,4,10,0,0,14,0,14,0
2021-01-11,Pfizer/BioNTech,BAS,20-29,12,5,7,6,2,4,0,12,0
2021-01-11,Pfizer/BioNTech,BAS,30-39,16,5,11,8,7,1,0,16,0
2021-01-11,Pfizer/BioNTech,BAS,40-49,25,4,21,12,11,2,0,25,0
2021-01-11,Pfizer/BioNTech,BAS,50-59,52,16,36,21,28,3,0,52,0
2021-01-11,Pfizer/BioNTech,BAS,60-69,46,25,21,29,16,1,0,46,0
2021-01-11,Pfizer/BioNTech,BAS,70-79,3,3,0,1,0,2,0,3,0
2021-01-11,Pfizer/BioNTech,BAS,80-89,12,4,8,0,0,12,0,12,0
2021-01-11,Pfizer/BioNTech,BAS,90+,15,2,13,0,0,15,0,15,0
2021-01-11,Pfizer/BioNTech,CAL,16-19,2,2,0,1,0,1,0,2,0
2021-01-11,Pfizer/BioNTech,CAL,20-29,80,38,42,65,15,0,0,80,0
2021-01-11,Pfizer/BioNTech,CAL,30-39,179,91,88,151,28,0,0,179,0
2021-01-11,Pfizer/BioNTech,CAL,40-49,291,114,177,233,58,0,0,291,0
2021-01-11,Pfizer/BioNTech,CAL,50-59,430,199,231,332,97,1,0,430,0
2021-01-11,Pfizer/BioNTech,CAL,60-69,489,301,188,417,69,3,0,489,0
2021-01-11,Pfizer/BioNTech,CAL,70-79,37,29,8,26,3,8,0,37,0
2021-01-11,Pfizer/BioNTech,CAL,80-89,27,14,13,5,0,22,0,27,0
2021-01-11,Pfizer/BioNTech,CAL,90+,9,3,6,0,0,9,0,9,0
2021-01-11,Pfizer/BioNTech,CAM,16-19,4,2,2,3,1,0,0,4,0
2021-01-11,Pfizer/BioNTech,CAM,20-29,285,115,170,171,114,0,0,285,0
2021-01-11,Pfizer/BioNTech,CAM,30-39,577,225,352,380,197,0,0,577,0
2021-01-11,Pfizer/BioNTech,CAM,40-49,712,271,441,392,319,1,0,712,0
2021-01-11,Pfizer/BioNTech,CAM,50-59,1144,472,672,685,458,1,0,1144,0
2021-01-11,Pfizer/BioNTech,CAM,60-69,974,586,388,669,295,10,0,974,0
2021-01-11,Pfizer/BioNTech,CAM,70-79,136,105,31,72,38,26,0,136,0
2021-01-11,Pfizer/BioNTech,CAM,80-89,75,23,52,2,8,65,0,75,0
2021-01-11,Pfizer/BioNTech,CAM,90+,57,9,48,0,6,51,0,57,0
2021-01-11,Pfizer/BioNTech,EMR,16-19,9,4,5,1,8,0,0,9,0
2021-01-11,Pfizer/BioNTech,EMR,20-29,949,293,656,637,301,11,0,949,0
2021-01-11,Pfizer/BioNTech,EMR,30-39,1404,551,853,936,449,19,0,1404,0
2021-01-11,Pfizer/BioNTech,EMR,40-49,1721,535,1186,1080,621,20,0,1721,0
2021-01-11,Pfizer/BioNTech,EMR,50-59,2180,619,1561,1331,814,35,0,2180,0
2021-01-11,Pfizer/BioNTech,EMR,60-69,1386,640,746,782,535,69,0,1386,0
2021-01-11,Pfizer/BioNTech,EMR,70-79,466,325,141,144,212,110,0,466,0
2021-01-11,Pfizer/BioNTech,EMR,80-89,373,116,257,17,67,289,0,373,0
2021-01-11,Pfizer/BioNTech,EMR,90+,336,51,285,3,37,296,0,336,0
2021-01-11,Pfizer/BioNTech,FVG,16-19,1,1,0,1,0,0,0,1,0
2021-01-11,Pfizer/BioNTech,FVG,20-29,298,96,202,282,15,1,0,298,0
2021-01-11,Pfizer/BioNTech,FVG,30-39,315,98,217,266,48,1,0,315,0
2021-01-11,Pfizer/BioNTech,FVG,40-49,368,99,269,290,78,0,0,368,0
2021-01-11,Pfizer/BioNTech,FVG,50-59,500,126,374,376,124,0,0,500,0
2021-01-11,Pfizer/BioNTech,FVG,60-69,281,130,151,222,57,2,0,281,0
2021-01-11,Pfizer/BioNTech,FVG,70-79,59,40,19,46,9,4,0,59,0
2021-01-11,Pfizer/BioNTech,FVG,80-89,24,9,15,8,3,13,0,24,0
2021-01-11,Pfizer/BioNTech,FVG,90+,26,6,20,0,0,26,0,26,0
2021-01-11,Pfizer/BioNTech,LAZ,16-19,2,0,2,2,0,0,0,2,0
2021-01-11,Pfizer/BioNTech,LAZ,20-29,658,214,444,628,27,3,0,658,0
2021-01-11,Pfizer/BioNTech,LAZ,30-39,886,359,527,797,82,7,0,886,0
2021-01-11,Pfizer/BioNTech,LAZ,40-49,1087,361,726,950,127,10,0,1087,0
2021-01-11,Pfizer/BioNTech,LAZ,50-59,1385,473,912,1210,135,40,0,1385,0
2021-01-11,Pfizer/BioNTech,LAZ,60-69,899,457,442,770,82,47,0,899,0
2021-01-11,Pfizer/BioNTech,LAZ,70-79,207,123,84,75,16,116,0,207,0
2021-01-11,Pfizer/BioNTech,LAZ,80-89,237,82,155,11,33,193,0,237,0
2021-01-11,Pfizer/BioNTech,LAZ,90+,158,31,127,3,3,152,0,158,0
2021-01-11,Pfizer/BioNTech,LIG,16-19,6,2,4,1,5,0,0,6,0
2021-01-11,Pfizer/BioNTech,LIG,20-29,165,79,86,93,72,0,0,165,0
2021-01-11,Pfizer/BioNTech,LIG,30-39,249,96,153,188,60,1,0,249,0
2021-01-11,Pfizer/BioNTech,LIG,40-49,380,145,235,283,96,1,0,380,0
2021-01-11,Pfizer/BioNTech,LIG,50-59,836,248,588,666,164,6,0,836,0
2021-01-11,Pfizer/BioNTech,LIG,60-69,454,209,245,298,136,20,0,454,0
2021-01-11,Pfizer/BioNTech,LIG,70-79,87,60,27,19,46,22,0,87,0
2021-01-11,Pfizer/BioNTech,LIG,80-89,96,30,66,0,13,83,0,96,0
2021-01-11,Pfizer/BioNTech,LIG,90+,107,14,93,0,1,106,0,107,0
2021-01-11,Pfizer/BioNTech,LOM,16-19,12,5,7,0,12,0,0,12,0
2021-01-11,Pfizer/BioNTech,LOM,20-29,1653,504,1149,70,1583,0,0,1653,0
2021-01-11,Pfizer/BioNTech,LOM,30-39,2400,924,1476,135,2265,0,0,2400,0
2021-01-11,Pfizer/BioNTech,LOM,40-49,3055,926,2129,205,2850,0,0,3055,0
2021-01-11,Pfizer/BioNTech,LOM,50-59,4618,1286,3332,330,4288,0,0,4618,0
2021-01-11,Pfizer/BioNTech,LOM,60-69,1886,873,1013,134,1752,0,0,1886,0
2021-01-11,Pfizer/BioNTech,LOM,70-79,334,213,121,2,332,0,0,334,0
2021-01-11,Pfizer/BioNTech,LOM,80-89,283,80,203,0,283,0,0,283,0
2021-01-11,Pfizer/BioNTech,LOM,90+,222,38,184,0,222,0,0,222,0
2021-01-11,Pfizer/BioNTech,MAR,16-19,2,1,1,2,0,0,0,2,0
2021-01-11,Pfizer/BioNTech,MAR,20-29,97,35,62,94,3,0,0,97,0
2021-01-11,Pfizer/BioNTech,MAR,30-39,215,80,135,202,13,0,0,215,0
2021-01-11,Pfizer/BioNTech,MAR,40-49,311,100,211,256,55,0,0,311,0
2021-01-11,Pfizer/BioNTech,MAR,50-59,336,84,252,279,57,0,0,336,0
2021-01-11,Pfizer/BioNTech,MAR,60-69,189,85,104,163,26,0,0,189,0
2021-01-11,Pfizer/BioNTech,MAR,70-79,25,25,0,24,1,0,0,25,0
2021-01-11,Pfizer/BioNTech,MAR,80-89,1,1,0,1,0,0,0,1,0
2021-01-11,Pfizer/BioNTech,MOL,20-29,18,9,9,5,13,0,0,18,0
2021-01-11,Pfizer/BioNTech,MOL,30-39,73,33,40,27,46,0,0,73,0
2021-01-11,Pfizer/BioNTech,MOL,40-49,98,26,72,38,59,1,0,98,0
2021-01-11,Pfizer/BioNTech,MOL,50-59,157,49,108,56,95,6,0,157,0
2021-01-11,Pfizer/BioNTech,MOL,60-69,111,45,66,66,36,9,0,111,0
2021-01-11,Pfizer/BioNTech,MOL,70-79,21,12,9,2,2,17,0,21,0
2021-01-11,Pfizer/BioNTech,MOL,80-89,38,10,28,0,0,38,0,38,0
2021-01-11,Pfizer/BioNTech,MOL,90+,41,10,31,0,1,40,0,41,0
2021-01-11,Pfizer/BioNTech,PAB,20-29,110,34,76,23,87,0,0,110,0
2021-01-11,Pfizer/BioNTech,PAB,30-39,164,61,103,34,130,0,0,164,0
2021-01-11,Pfizer/BioNTech,PAB,40-49,275,69,206,70,203,2,0,275,0
2021-01-11,Pfizer/BioNTech,PAB,50-59,353,89,264,61,290,2,0,353,0
2021-01-11,Pfizer/BioNTech,PAB,60-69,149,75,74,22,121,6,0,149,0
2021-01-11,Pfizer/BioNTech,PAB,70-79,75,38,37,6,46,23,0,75,0
2021-01-11,Pfizer/BioNTech,PAB,80-89,142,44,98,1,92,49,0,142,0
2021-01-11,Pfizer/BioNTech,PAB,90+,133,23,110,0,96,37,0,133,0
2021-01-11,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0
2021-01-11,Pfizer/BioNTech,PAT,20-29,66,16,50,62,4,0,0,66,0
2021-01-11,Pfizer/BioNTech,PAT,30-39,107,52,55,96,11,0,0,107,0
2021-01-11,Pfizer/BioNTech,PAT,40-49,150,30,120,131,17,2,0,150,0
2021-01-11,Pfizer/BioNTech,PAT,50-59,177,56,121,156,17,4,0,177,0
2021-01-11,Pfizer/BioNTech,PAT,60-69,93,37,56,68,9,16,0,93,0
2021-01-11,Pfizer/BioNTech,PAT,70-79,35,12,23,5,0,30,0,35,0
2021-01-11,Pfizer/BioNTech,PAT,80-89,55,15,40,0,0,55,0,55,0
2021-01-11,Pfizer/BioNTech,PAT,90+,49,4,45,0,0,49,0,49,0
2021-01-11,Pfizer/BioNTech,PIE,16-19,22,7,15,21,1,0,0,22,0
2021-01-11,Pfizer/BioNTech,PIE,20-29,992,297,695,845,147,0,0,992,0
2021-01-11,Pfizer/BioNTech,PIE,30-39,1248,463,785,1034,210,4,0,1248,0
2021-01-11,Pfizer/BioNTech,PIE,40-49,1509,451,1058,1184,314,11,0,1509,0
2021-01-11,Pfizer/BioNTech,PIE,50-59,2154,597,1557,1597,516,41,0,2154,0
2021-01-11,Pfizer/BioNTech,PIE,60-69,1334,616,718,975,278,81,0,1334,0
2021-01-11,Pfizer/BioNTech,PIE,70-79,546,331,215,303,72,171,0,546,0
2021-01-11,Pfizer/BioNTech,PIE,80-89,512,156,356,43,16,453,0,512,0
2021-01-11,Pfizer/BioNTech,PIE,90+,375,48,327,8,0,367,0,375,0
2021-01-11,Pfizer/BioNTech,PUG,16-19,3,2,1,0,3,0,0,3,0
2021-01-11,Pfizer/BioNTech,PUG,20-29,299,98,201,249,50,0,0,299,0
2021-01-11,Pfizer/BioNTech,PUG,30-39,600,257,343,525,74,1,0,600,0
2021-01-11,Pfizer/BioNTech,PUG,40-49,792,296,496,660,131,1,0,792,0
2021-01-11,Pfizer/BioNTech,PUG,50-59,1053,414,639,895,153,5,0,1053,0
2021-01-11,Pfizer/BioNTech,PUG,60-69,737,412,325,586,138,13,0,737,0
2021-01-11,Pfizer/BioNTech,PUG,70-79,58,43,15,27,5,26,0,58,0
2021-01-11,Pfizer/BioNTech,PUG,80-89,55,15,40,3,2,50,0,55,0
2021-01-11,Pfizer/BioNTech,PUG,90+,44,9,35,1,1,42,0,44,0
2021-01-11,Pfizer/BioNTech,SAR,20-29,61,24,37,38,23,0,0,61,0
2021-01-11,Pfizer/BioNTech,SAR,30-39,207,91,116,132,75,0,0,207,0
2021-01-11,Pfizer/BioNTech,SAR,40-49,325,147,178,168,157,0,0,325,0
2021-01-11,Pfizer/BioNTech,SAR,50-59,380,156,224,203,177,0,0,380,0
2021-01-11,Pfizer/BioNTech,SAR,60-69,204,84,120,144,60,0,0,204,0
2021-01-11,Pfizer/BioNTech,SAR,70-79,2,1,1,1,1,0,0,2,0
2021-01-11,Pfizer/BioNTech,SAR,80-89,1,1,0,0,1,0,0,1,0
2021-01-11,Pfizer/BioNTech,SIC,16-19,47,19,28,37,10,0,0,47,0
2021-01-11,Pfizer/BioNTech,SIC,20-29,773,322,451,664,109,0,0,773,0
2021-01-11,Pfizer/BioNTech,SIC,30-39,810,367,443,621,188,1,0,810,0
2021-01-11,Pfizer/BioNTech,SIC,40-49,1126,476,650,782,335,9,0,1126,0
2021-01-11,Pfizer/BioNTech,SIC,50-59,1543,644,899,1079,454,10,0,1543,0
2021-01-11,Pfizer/BioNTech,SIC,60-69,985,494,491,746,206,33,0,985,0
2021-01-11,Pfizer/BioNTech,SIC,70-79,175,104,71,90,29,56,0,175,0
2021-01-11,Pfizer/BioNTech,SIC,80-89,278,111,167,18,78,182,0,278,0
2021-01-11,Pfizer/BioNTech,SIC,90+,103,35,68,2,10,91,0,103,0
2021-01-11,Pfizer/BioNTech,TOS,16-19,4,1,3,4,0,0,0,4,0
2021-01-11,Pfizer/BioNTech,TOS,20-29,1027,346,681,995,29,3,0,1027,0
2021-01-11,Pfizer/BioNTech,TOS,30-39,806,285,521,757,27,22,0,806,0
2021-01-11,Pfizer/BioNTech,TOS,40-49,872,250,622,797,48,27,0,872,0
2021-01-11,Pfizer/BioNTech,TOS,50-59,1182,309,873,1067,71,44,0,1182,0
2021-01-11,Pfizer/BioNTech,TOS,60-69,752,339,413,665,26,61,0,752,0
2021-01-11,Pfizer/BioNTech,TOS,70-79,133,88,45,61,6,66,0,133,0
2021-01-11,Pfizer/BioNTech,TOS,80-89,156,50,106,9,3,144,0,156,0
2021-01-11,Pfizer/BioNTech,TOS,90+,155,19,136,1,0,154,0,155,0
2021-01-11,Pfizer/BioNTech,UMB,20-29,33,12,21,31,2,0,0,33,0
2021-01-11,Pfizer/BioNTech,UMB,30-39,162,62,100,157,2,3,0,162,0
2021-01-11,Pfizer/BioNTech,UMB,40-49,198,41,157,193,3,2,0,198,0
2021-01-11,Pfizer/BioNTech,UMB,50-59,354,78,276,331,8,15,0,354,0
2021-01-11,Pfizer/BioNTech,UMB,60-69,193,72,121,162,4,27,0,193,0
2021-01-11,Pfizer/BioNTech,UMB,70-79,59,19,40,1,0,58,0,59,0
2021-01-11,Pfizer/BioNTech,UMB,80-89,154,31,123,0,0,154,0,154,0
2021-01-11,Pfizer/BioNTech,UMB,90+,102,12,90,0,1,101,0,102,0
2021-01-11,Pfizer/BioNTech,VDA,20-29,26,13,13,0,26,0,0,26,0
2021-01-11,Pfizer/BioNTech,VDA,30-39,52,13,39,0,52,0,0,52,0
2021-01-11,Pfizer/BioNTech,VDA,40-49,71,19,52,0,71,0,0,71,0
2021-01-11,Pfizer/BioNTech,VDA,50-59,92,25,67,0,92,0,0,92,0
2021-01-11,Pfizer/BioNTech,VDA,60-69,46,23,23,0,46,0,0,46,0
2021-01-11,Pfizer/BioNTech,VDA,70-79,18,12,6,0,18,0,0,18,0
2021-01-11,Pfizer/BioNTech,VDA,80-89,12,3,9,0,12,0,0,12,0
2021-01-11,Pfizer/BioNTech,VDA,90+,8,4,4,0,8,0,0,8,0
2021-01-11,Pfizer/BioNTech,VEN,16-19,18,3,15,12,5,1,0,18,0
2021-01-11,Pfizer/BioNTech,VEN,20-29,527,163,364,410,91,26,0,527,0
2021-01-11,Pfizer/BioNTech,VEN,30-39,769,242,527,572,156,41,0,769,0
2021-01-11,Pfizer/BioNTech,VEN,40-49,1284,274,1010,959,282,43,0,1284,0
2021-01-11,Pfizer/BioNTech,VEN,50-59,1706,432,1274,1174,453,79,0,1706,0
2021-01-11,Pfizer/BioNTech,VEN,60-69,739,341,398,378,253,108,0,739,0
2021-01-11,Pfizer/BioNTech,VEN,70-79,354,201,153,54,36,264,0,354,0
2021-01-11,Pfizer/BioNTech,VEN,80-89,952,278,674,5,227,720,0,952,0
2021-01-11,Pfizer/BioNTech,VEN,90+,543,71,472,0,33,510,0,543,0
2021-01-12,Pfizer/BioNTech,ABR,20-29,109,46,63,96,13,0,0,109,0
2021-01-12,Pfizer/BioNTech,ABR,30-39,290,105,185,257,33,0,0,290,0
2021-01-12,Pfizer/BioNTech,ABR,40-49,408,113,295,342,66,0,0,408,0
2021-01-12,Pfizer/BioNTech,ABR,50-59,514,185,329,413,101,0,0,514,0
2021-01-12,Pfizer/BioNTech,ABR,60-69,394,180,214,335,59,0,0,394,0
2021-01-12,Pfizer/BioNTech,ABR,70-79,59,33,26,25,34,0,0,59,0
2021-01-12,Pfizer/BioNTech,ABR,80-89,22,4,18,2,20,0,0,22,0
2021-01-12,Pfizer/BioNTech,ABR,90+,8,0,8,0,8,0,0,8,0
2021-01-12,Pfizer/BioNTech,BAS,20-29,11,4,7,7,4,0,0,11,0
2021-01-12,Pfizer/BioNTech,BAS,30-39,25,13,12,5,15,5,0,25,0
2021-01-12,Pfizer/BioNTech,BAS,40-49,34,15,19,10,20,4,0,34,0
2021-01-12,Pfizer/BioNTech,BAS,50-59,42,15,27,8,28,6,0,42,0
2021-01-12,Pfizer/BioNTech,BAS,60-69,27,19,8,7,10,10,0,27,0
2021-01-12,Pfizer/BioNTech,BAS,70-79,16,9,7,1,1,14,0,16,0
2021-01-12,Pfizer/BioNTech,BAS,80-89,35,10,25,0,0,35,0,35,0
2021-01-12,Pfizer/BioNTech,BAS,90+,24,2,22,0,0,24,0,24,0
2021-01-12,Pfizer/BioNTech,CAL,16-19,3,1,2,3,0,0,0,3,0
2021-01-12,Pfizer/BioNTech,CAL,20-29,102,40,62,95,7,0,0,102,0
2021-01-12,Pfizer/BioNTech,CAL,30-39,201,84,117,171,30,0,0,201,0
2021-01-12,Pfizer/BioNTech,CAL,40-49,246,82,164,200,46,0,0,246,0
2021-01-12,Pfizer/BioNTech,CAL,50-59,324,134,190,261,63,0,0,324,0
2021-01-12,Pfizer/BioNTech,CAL,60-69,366,254,112,332,33,1,0,366,0
2021-01-12,Pfizer/BioNTech,CAL,70-79,27,22,5,23,4,0,0,27,0
2021-01-12,Pfizer/BioNTech,CAL,80-89,20,7,13,4,1,15,0,20,0
2021-01-12,Pfizer/BioNTech,CAL,90+,3,0,3,0,0,3,0,3,0
2021-01-12,Pfizer/BioNTech,CAM,16-19,4,2,2,2,2,0,0,4,0
2021-01-12,Pfizer/BioNTech,CAM,20-29,707,305,402,505,196,6,0,707,0
2021-01-12,Pfizer/BioNTech,CAM,30-39,848,367,481,564,253,31,0,848,0
2021-01-12,Pfizer/BioNTech,CAM,40-49,867,360,507,552,277,38,0,867,0
2021-01-12,Pfizer/BioNTech,CAM,50-59,1111,497,614,692,381,38,0,1111,0
2021-01-12,Pfizer/BioNTech,CAM,60-69,1164,711,453,836,280,48,0,1164,0
2021-01-12,Pfizer/BioNTech,CAM,70-79,384,302,82,273,39,72,0,384,0
2021-01-12,Pfizer/BioNTech,CAM,80-89,149,58,91,27,6,116,0,149,0
2021-01-12,Pfizer/BioNTech,CAM,90+,81,17,64,1,2,78,0,81,0
2021-01-12,Pfizer/BioNTech,EMR,16-19,13,5,8,4,9,0,0,13,0
2021-01-12,Pfizer/BioNTech,EMR,20-29,870,302,568,631,237,2,0,870,0
2021-01-12,Pfizer/BioNTech,EMR,30-39,1253,449,804,899,353,1,0,1253,0
2021-01-12,Pfizer/BioNTech,EMR,40-49,1658,461,1197,1124,522,12,0,1658,0
2021-01-12,Pfizer/BioNTech,EMR,50-59,2164,580,1584,1363,781,20,0,2164,0
2021-01-12,Pfizer/BioNTech,EMR,60-69,1311,564,747,758,477,76,0,1311,0
2021-01-12,Pfizer/BioNTech,EMR,70-79,547,344,203,175,166,206,0,547,0
2021-01-12,Pfizer/BioNTech,EMR,80-89,672,203,469,20,81,571,0,672,0
2021-01-12,Pfizer/BioNTech,EMR,90+,635,108,527,2,96,537,0,635,0
2021-01-12,Pfizer/BioNTech,FVG,16-19,1,0,1,1,0,0,0,1,0
2021-01-12,Pfizer/BioNTech,FVG,20-29,369,118,251,341,28,0,0,369,0
2021-01-12,Pfizer/BioNTech,FVG,30-39,311,108,203,246,63,2,0,311,0
2021-01-12,Pfizer/BioNTech,FVG,40-49,406,99,307,321,83,2,0,406,0
2021-01-12,Pfizer/BioNTech,FVG,50-59,492,127,365,351,138,3,0,492,0
2021-01-12,Pfizer/BioNTech,FVG,60-69,257,122,135,194,50,13,0,257,0
2021-01-12,Pfizer/BioNTech,FVG,70-79,124,69,55,63,6,55,0,124,0
2021-01-12,Pfizer/BioNTech,FVG,80-89,151,40,111,3,1,147,0,151,0
2021-01-12,Pfizer/BioNTech,FVG,90+,137,28,109,1,0,136,0,137,0
2021-01-12,Pfizer/BioNTech,LAZ,20-29,772,258,514,732,38,2,0,772,0
2021-01-12,Pfizer/BioNTech,LAZ,30-39,874,355,519,778,90,6,0,874,0
2021-01-12,Pfizer/BioNTech,LAZ,40-49,1014,336,678,836,166,12,0,1014,0
2021-01-12,Pfizer/BioNTech,LAZ,50-59,1232,407,825,1000,210,22,0,1232,0
2021-01-12,Pfizer/BioNTech,LAZ,60-69,857,404,453,693,118,46,0,857,0
2021-01-12,Pfizer/BioNTech,LAZ,70-79,156,89,67,53,29,74,0,156,0
2021-01-12,Pfizer/BioNTech,LAZ,80-89,228,75,153,6,17,205,0,228,0
2021-01-12,Pfizer/BioNTech,LAZ,90+,220,34,186,4,1,215,0,220,0
2021-01-12,Pfizer/BioNTech,LIG,16-19,5,3,2,1,4,0,0,5,0
2021-01-12,Pfizer/BioNTech,LIG,20-29,171,82,89,87,84,0,0,171,0
2021-01-12,Pfizer/BioNTech,LIG,30-39,257,103,154,182,74,1,0,257,0
2021-01-12,Pfizer/BioNTech,LIG,40-49,349,120,229,262,85,2,0,349,0
2021-01-12,Pfizer/BioNTech,LIG,50-59,617,197,420,469,133,15,0,617,0
2021-01-12,Pfizer/BioNTech,LIG,60-69,380,176,204,254,94,32,0,380,0
2021-01-12,Pfizer/BioNTech,LIG,70-79,76,47,29,5,36,35,0,76,0
2021-01-12,Pfizer/BioNTech,LIG,80-89,121,39,82,3,8,110,0,121,0
2021-01-12,Pfizer/BioNTech,LIG,90+,94,13,81,0,0,94,0,94,0
